ID,N,Ha
9960,1,3.262
9963,1,7.366
9964,1,3.443
9967,3,3.733
9969,4,3.022
9979,10,7.406
9983,3,5.644
9984,4,13.811
9986,1,3.953
9987,1,9.587
9993,1,2.642
9994,1,3.353
9995,2,27.731
10012,4,16.933
10014,1,25.95
10016,2,2.862
10021,3,8.186
10024,4,8.717
10025,24,42.442
10026,33,21.996
10028,3,6.695
10029,6,9.597
10031,4,3.202
10032,1,2.922
10033,3,2.232
10034,3,2.122
10037,19,6.355
10042,2,6.655
10051,2,2.892
10061,1,11.408
10062,3,18.013
10070,1,9.427
10071,2,7.145
10072,8,10.558
10073,39,13.49
10075,5,34.415
10076,4,6.565
10079,1,5.234
10080,2,12.179
10083,36,45.623
10085,1,4.263
10090,8,4.363
10092,13,21.436
10094,25,3.082
10095,1,5.624
10097,4,3.703
10098,22,10.808
10099,4,2.772
10100,13,8.136
10101,26,27.87
10102,1,2.632
10103,1,4.073
10106,4,2.512
10108,2,14.48
10109,1,8.866
10110,2,3.272
10112,90,47.954
10114,2,12.069
10115,2,11.068
10117,4,10.688
10118,3,11.328
10119,10,3.172
10120,4,17.753
10121,5,4.563
10123,8,17.423
10126,62,66.119
10127,1,2.372
10128,5,12.769
10129,1,17.823
10130,3,5.834
10131,12,4.223
10132,2,8.326
10133,112,20.675
10134,1,4.944
10136,1,34.756
10138,4,3.072
10141,2,13.92
10144,3,10.478
10146,28,33.885
10147,1,7.386
10159,2,5.574
10163,1,7.746
10164,1,2.172
10165,2,9.337
10166,48,5.304
10171,1,4.864
10172,5,34.196
10174,350,145.439
10178,187,274.614
10181,31,23.287
10182,1,2.862
10183,2,9.557
10185,65,5.244
10186,1,2.092
10187,1,8.046
10188,1,6.135
10190,29,31.674
10191,1,25.449
10197,104,31.784
10201,3,7.165
10204,18,25.519
10207,3,2.182
10208,3,13.91
10209,125,2.272
10210,2,8.136
10218,13,36.816
10219,1,5.044
10221,7,72.782
10238,46,38.147
10240,1,24.457
10242,1,8.466
10243,1,21.555
10247,1,4.643
10253,6,8.286
10255,42,6.965
10256,3,19.194
10257,1,2.802
10258,1,3.212
10260,1,2.212
10264,46,19.314
10266,2,11.608
10268,14,39.458
10269,3,9.517
10275,54,11.348
10277,2,13.619
10278,1,5.664
10279,2,6.645
10283,61,17.792
10284,1,10.237
10289,28,45.792
10291,1,4.153
10292,1,8.856
10293,2,3.883
10294,1,9.827
10297,2,6.014
10299,72,7.635
10300,27,23.947
10303,709,9.657
10304,1,15.641
10306,1,3.162
10307,1,7.716
10308,2,12.079
10309,11,23.947
10310,27,36.786
10311,2,8.956
10312,2,2.312
10313,3,6.995
10314,4,9.657
10315,5,21.425
10317,40,46.563
10318,53,60.673
10319,1,2.352
10321,7,3.412
10325,5,15.961
10326,2,3.242
10332,56,22.926
10334,3,51.205
10338,1,56.399
10340,3,15.621
10341,3,5.934
10343,15,9.066
10347,81,6.054
10349,2,17.061
10352,4,20.674
10353,3,9.927
10355,370,149.79
10357,15,97.145
10358,1,2.872
10359,86,5.984
10360,185,3.763
10361,268,173.474
10364,14,50.555
10365,3,13.379
10367,29,56.048
10370,1,7.635
10371,7,20.844
10372,39,59.611
10375,1,7.365
10376,2,2.382
10379,2,2.051
10381,4,25.217
10383,12,18.332
10384,4,2.282
10385,4,5.173
10386,1,3.462
10388,100,6.204
10389,1,13.079
10390,21,9.536
10391,327,90.149
10392,1,2.171
10393,1,2.512
10394,33,7.755
10395,63,9.756
10397,78,8.476
10398,5,2.702
10399,9,9.056
10400,121,4.183
10401,20,8.376
10402,55,21.824
10403,895,304.853
10404,1,10.397
10406,50,3.783
10408,1,11.918
10412,23,43.391
10414,3,2.592
10416,1,16.462
10417,1,3.973
10419,3,3.612
10420,2,22.405
10423,1,7.405
10431,1,11.658
10433,1,3.873
10434,6,4.303
10435,27,6.595
10437,1,4.383
10442,1,25.238
10446,5,2.582
10448,4,20.705
10454,1,5.344
10456,1,4.133
10462,5,6.184
10464,45,5.344
10467,1,6.635
10468,80,4.143
10469,3,4.583
10470,2,11.368
10474,3,9.548
10475,4,2.562
10476,1,2.812
10483,176,14.311
10484,15,2.432
10486,1,6.665
10487,1,8.357
10492,1,15.072
10495,2,3.703
10497,1,6.455
10498,2,4.153
10501,1,11.109
10502,1,2.152
10504,1,4.323
10505,3,9.978
10508,18,24.379
10509,5,3.683
10512,2,4.383
10517,74,43.855
10518,2,10.138
10519,6,6.085
10521,1,18.595
10522,21,4.434
10524,1,2.032
10525,21,11.9
10526,9,7.746
10527,28,7.426
10529,1,3.983
10530,1,5.965
10532,4,4.404
10536,13,14.502
10538,1,14.892
10540,7,8.327
10541,4,2.972
10542,180,9.958
10544,1,3.273
10550,1,6.495
10556,1,2.392
10558,35,17.334
10560,2,3.092
10565,2,11.9
10569,91,9.718
10571,2,11.549
10573,4,26.181
10574,4,2.162
10575,1,3.773
10579,2,3.012
10584,6,4.343
10585,111,65.162
10586,2,2.342
10587,59,6.575
10588,4,2.112
10589,1,10.639
10590,1,6.885
10612,1,2.432
10613,5,9.878
10614,2,3.032
10615,14,3.473
10616,1,8.106
10624,5,9.938
10627,4,11.819
10628,1,3.002
10632,8,35.979
10633,1,4.003
10634,2,2.242
10638,3,2.292
10639,105,21.487
10640,2,2.662
10642,1,3.613
10643,59,26.321
10644,2,6.085
10647,2,5.504
10648,21,13.03
10649,3,16.033
10650,2,3.453
10651,28,19.335
10652,4,2.612
10655,1,8.036
10660,3,2.562
10666,2,8.247
10667,1,3.303
10670,32,42.033
10673,8,13.911
10678,51,5.094
10679,32,2.802
10681,1,5.945
10682,4,2.552
10683,2,2.642
10685,3,10.438
10686,1,3.763
10687,1,10.699
10689,1,3.032
10690,6,2.482
10691,11,8.647
10692,7,7.536
10693,2,6.445
10697,1,3.453
10701,2,5.024
10706,6,2.472
10707,15,9.588
10710,3,2.592
10714,1,5.805
10718,4,27.292
10722,2,3.983
10729,23,32.456
10733,1,3.373
10737,2,5.314
10738,38,20.907
10739,114,16.043
10740,1,4.203
10743,3,5.995
10744,1,11.829
10749,1,14.492
10751,1,11.149
10752,2,7.206
10753,1,3.493
10755,30,23.809
10760,66,4.894
10762,3,2.122
10763,4,2.362
10768,4,38.08
10769,2,10.178
10777,1,8.917
10780,1,27.252
10783,2,10.228
10786,1,4.133
10788,2,4.734
10792,29,3.343
10793,4,3.032
10796,46,7.046
10797,2,2.942
10800,6,2.292
10802,52,2.702
10807,1,4.614
10809,1,3.032
10812,105,31.335
10814,3,4.514
10818,2,26.831
10821,2,9.488
10822,1,3.503
10823,1,2.372
10828,54,29.684
10829,1,10.819
10831,2,11.93
10833,2,10.108
10836,4,24.96
10837,84,3.203
10838,3,4.223
10843,47,3.022
10844,4,8.607
10845,2,3.163
10850,45,22.658
10851,9,7.226
10856,1,2.282
10858,26,9.938
10859,21,5.104
10860,4,9.217
10862,2,7.076
10863,2,2.942
10864,268,103.983
10865,3,2.302
10867,9,23.719
10868,2,5.074
10869,2,5.204
10870,4,2.242
10871,1,3.353
10872,64,59.698
10874,5,15.092
10878,1,2.152
10879,5,5.234
10880,153,46.237
10883,3,7.506
10888,1,5.224
10889,2,9.618
10891,5,28.293
10894,13,38.881
10895,60,4.203
10896,7,17.004
10898,2,2.852
10900,6,2.002
10901,30,2.982
10902,1,6.015
10903,2,8.827
10904,1,5.154
10907,1,12.25
10908,7,11.759
10909,51,7.176
10911,2,2.142
10912,2,4.754
10915,1,7.696
10916,3,10.438
10919,1,6.115
10920,3,10.799
10921,1,11.379
10926,1,6.705
10929,2,6.245
10930,1,6.305
10932,1,3.463
10939,2,3.333
10940,4,12.63
10945,1,5.154
10947,82,53.192
10948,1,2.342
10949,2,2.182
10950,1,2.552
10953,3,2.022
10955,3,4.694
10958,3,9.958
10963,1,3.813
10968,40,38.691
10974,1,3.473
10975,1,3.473
10976,41,34.718
10981,2,3.933
10986,1,2.292
10987,2,4.013
10989,2,8.397
10994,13,13.221
11002,1,6.345
11004,1,6.345
11006,1,9.307
11007,5,3.923
11008,1,13.691
11011,32,6.966
11012,3,2.492
11013,4,2.402
11014,3,14.922
11015,2,3.493
11016,19,23.158
11017,2,12.15
11025,1,2.742
11027,2,27.852
11028,2,3.923
11029,1,2.442
11031,6,19.085
11038,1,7.416
11040,2,5.054
11041,1,8.427
11046,3,4.183
11051,2,4.694
11052,1,17.734
11057,14,31.245
11058,3,2.332
11061,1,2.372
11064,41,6.285
11065,1,13.19
11068,2,10.658
11078,1,12.01
11080,1,4.814
11090,1,3.673
11092,1,13.281
11093,2,2.592
11094,121,33.957
11095,28,18.395
11096,2,2.062
11097,1,2.932
11099,8,4.394
11101,2,2.032
11104,1,2.112
11105,2,2.222
11107,3,3.173
11108,2,10.939
11112,38,14.311
11120,2,9.107
11123,7,23.829
11128,1,3.953
11129,3,9.307
11130,1,3.413
11131,89,88.19
11134,6,2.742
11138,5,6.335
11140,3,14.992
11143,41,28.533
11145,18,36.558
11148,124,2.912
11150,3,9.787
11153,1,12.269
11154,5,3.282
11158,2,2.022
11159,2,4.593
11161,26,2.232
11163,1,8.646
11164,5,2.572
11174,64,2.362
11175,1,10.158
11181,2,2.732
11182,3,3.493
11188,1,13.36
11189,1,4.203
11190,4,5.724
11192,15,45.024
11202,2,10.968
11213,2,2.872
11214,1,4.744
11217,1,4.784
11220,2,2.242
11221,5,33.425
11222,1,17.944
11224,1,4.764
11237,5,20.855
11244,3,7.636
11245,2,3.793
11253,22,47.176
11254,5,10.568
11259,4,5.684
11260,23,14.171
11263,1,4.263
11265,4,2.602
11266,13,3.563
11267,3,3.072
11268,1,2.052
11269,1,11.389
11271,1,2.702
11290,2,33.295
11295,3,2.902
11296,1,10.908
11298,102,4.143
11299,3,2.592
11301,2,2.412
11302,1,3.943
11304,68,18.545
11307,1,6.265
11309,1,23.619
11310,1,2.452
11311,2,11.389
11312,64,22.648
11316,2,2.452
11318,22,7.106
11319,1,2.242
11321,14,6.565
11323,4,3.353
11324,5,7.246
11325,54,3.743
11329,11,28.943
11330,3,5.214
11331,1,2.092
11333,4,10.028
11334,1,2.622
11338,1,2.242
11340,8,3.713
11341,2,7.386
11342,117,4.604
11343,12,30.204
11344,1,3.082
11345,1,2.542
11348,117,6.655
11349,6,11.789
11351,8,9.938
11354,1,2.192
11358,1,6.205
11362,2,21.617
11364,5,5.865
11365,1,2.182
11382,2,3.863
11384,17,7.066
11387,2,10.548
11388,1,4.704
11390,102,3.433
11391,21,5.945
11392,3,3.353
11393,6,6.325
11397,1,26.031
11399,1,12.56
11401,1,4.183
11402,1,2.802
11404,1,4.784
11411,1,11.489
11414,1,4.604
11415,33,8.046
11422,1,5.965
11423,30,18.665
11424,4,3.753
11425,2,2.092
11426,12,3.072
11427,1,2.852
11428,59,2.772
11429,1,2.582
11432,1,4.163
11433,12,11.089
11436,2,13.541
11437,3,5.504
11448,1,5.314
11451,36,3.763
11453,97,5.945
11454,10,70.114
11456,103,26.26
11457,3,2.162
11458,4,2.392
11461,1,2.382
11462,10,3.513
11465,2,3.343
11467,1,2.722
11469,41,17.033
11471,6,2.922
11473,1,4.123
11474,3,3.483
11475,42,34.497
11478,15,14.021
11479,1,2.782
11480,1,3.523
11481,13,3.303
11483,1,3.092
11486,117,10.258
11487,5,6.235
11488,23,10.068
11490,2,2.382
11493,12,7.026
11494,1,6.645
11495,3,4.434
11498,5,23.889
11499,1,5.464
11500,1,2.772
11503,14,2.972
11504,1,12.119
11505,1,11.119
11510,1,4.173
11511,4,9.888
11512,1,11.519
11513,6,91.55
11523,1,9.047
11524,4,2.672
11525,3,2.392
11526,31,13.991
11530,1,9.527
11541,1,2.422
11542,7,3.032
11544,8,4.784
11545,2,18.294
11548,3,9.117
11549,7,2.612
11550,1,7.986
11552,5,21.877
11553,20,2.722
11554,109,15.362
11555,3,4.694
11556,1,14.611
11559,14,55.222
11561,2,27.341
11562,1,5.254
11563,5,30.773
11564,5,32.715
11565,1,4.533
11567,1,4.463
11568,27,55.672
11584,1,2.132
11585,37,2.122
11586,1,5.464
11588,3,6.855
11593,1,8.236
11594,1,3.573
11597,20,12.169
11600,2,2.382
11601,2,3.693
11602,8,9.707
11603,9,15.032
11605,1,3.072
11606,1,3.673
11609,49,36.678
11613,1,3.082
11614,4,6.305
11615,1,6.905
11616,1,4.433
11619,1,8.877
11623,1,2.402
11625,5,3.913
11626,43,6.205
11627,1,4.413
11628,8,4.113
11629,2,2.592
11630,7,13.96
11631,2,4.443
11634,6,2.352
11635,6,3.853
11636,28,5.534
11641,1,3.052
11644,12,2.522
11645,25,6.315
11649,66,25.019
11650,134,36.107
11651,43,2.572
11652,369,29.832
11658,1,10.048
11670,1,2.692
11671,43,10.368
11673,4,4.403
11676,41,48.968
11677,8,2.582
11679,1,8.456
11680,2,2.632
11681,31,2.542
11682,1,2.232
11686,2,4.483
11688,1,3.353
11689,2,6.445
11690,26,4.153
11693,1,6.895
11694,2,2.522
11695,2,2.242
11700,6,5.854
11701,7,2.362
11702,1,4.193
11703,1,12.8
11704,6,3.553
11705,2,5.564
11706,1,2.562
11709,11,3.343
11711,2,5.804
11713,1,2.142
11714,1,4.123
11715,1,7.446
11716,2,11.339
11717,1,3.723
11718,1,3.483
11719,23,3.172
11720,6,8.817
11722,6,2.762
11723,4,3.162
11724,26,4.093
11726,2,2.862
11729,5,2.462
11730,2,2.012
11732,1,5.804
11733,1,6.255
11734,4,2.232
11735,4,2.372
11736,14,2.662
11738,1,10.048
11740,3,8.166
11741,1,6.065
11742,7,6.575
11743,1,3.973
11748,3,3.132
11751,1,3.563
11753,1,2.522
11755,1,3.212
11756,7,8.567
11758,7,4.994
11760,1,3.413
11761,1,2.792
11762,6,5.664
11763,2,10.308
11771,1,3.393
11772,5,7.876
11773,86,16.553
11775,7,2.492
11776,1,2.272
11777,11,5.254
11778,5,2.232
11780,2,2.132
11784,2,5.344
11786,1,4.834
11792,2,5.955
11793,2,2.962
11794,6,2.032
11796,73,2.692
11797,11,15.452
11798,5,6.095
11799,47,13.671
11800,69,4.534
11801,1,6.895
11803,1,3.753
11806,1,2.012
11807,8,2.232
11810,55,30.074
11812,2,4.073
11813,1,3.423
11814,1,10.218
11815,10,96.046
11816,73,8.106
11821,3,2.372
11825,5,2.962
11826,2,5.474
11827,31,3.753
11828,2,6.936
11830,1,2.312
11833,25,18.845
11834,1,10.518
11839,2,6.255
11840,1,4.534
11844,2,2.812
11845,1,3.042
11853,1,20.466
11856,1,2.362
11857,2,5.014
11860,2,5.444
11862,2,2.202
11865,1,4.744
11866,10,5.444
11870,4,2.772
11871,5,2.122
11874,1,3.503
11884,1,3.853
11886,8,8.617
11888,2,4.353
11889,1,3.743
11890,2,2.872
11891,1,6.055
11897,6,2.702
11900,4,27.342
11901,2,10.538
11902,7,11.689
11903,12,19.585
11906,3,6.695
11908,1,5.474
11909,114,7.866
11913,97,21.927
11914,146,24.139
11915,20,7.806
11916,2,2.802
11918,3,3.173
11919,33,10.018
11920,1,2.972
11921,4,5.024
11923,54,12.52
11924,1,8.317
11925,1,4.874
11926,11,2.392
11927,2,6.065
11928,4,11.379
11934,1,5.254
11935,1,2.902
11936,6,4.233
11937,1,5.685
11940,1,7.536
11942,11,7.306
11943,2,2.062
11944,10,17.684
11948,6,2.212
11953,43,7.236
11954,1,2.952
11955,3,4.293
11956,13,2.392
11971,11,8.276
11978,1,9.247
11981,1,2.712
11982,1,3.032
11984,2,3.122
11987,2,8.387
11989,9,4.013
11992,1,3.423
11999,5,5.514
12002,4,4.303
12003,1,2.322
12005,2,5.524
12006,1,3.853
12007,2,10.708
12008,2,3.823
12009,1,5.975
12021,20,9.428
12022,2,2.242
12023,4,8.427
12024,1,3.563
12026,1,3.723
12032,76,15.192
12033,1,4.393
12035,13,7.126
12037,79,18.505
12038,1,4.984
12039,16,29.834
12041,1,17.684
12042,2,7.746
12043,1,3.463
12049,130,9.007
12050,53,2.652
12052,7,6.235
12054,2,6.575
12055,2,2.142
12056,14,2.162
12059,5,2.842
12060,6,6.855
12061,5,5.724
12062,8,2.162
12063,16,11.169
12065,8,2.452
12069,1,2.822
12070,10,9.237
12071,1,10.378
12072,2,2.532
12073,6,4.253
12074,3,4.013
12075,5,9.447
12077,3,6.285
12078,1,5.995
12079,11,25.24
12084,1,6.525
12085,3,7.586
12086,4,17.174
12087,77,47.287
12088,4,2.442
12090,1,2.182
12091,75,12.13
12092,167,14.341
12093,2,2.572
12094,138,17.284
12095,1,5.044
12096,5,17.544
12097,279,73.608
12100,4,9.207
12101,6,14.091
12102,3,14.772
12104,4,13.431
12105,10,13.541
12107,14,7.126
12109,2,3.943
12112,7,6.005
12114,2,2.072
12115,1,6.755
12117,20,27.472
12121,1,2.392
12122,4,3.573
12123,52,5.434
12125,7,6.095
12128,1,15.742
12130,30,16.173
12131,216,6.905
12134,1,4.664
12137,105,15.182
12141,49,2.782
12143,1,4.874
12145,8,2.722
12147,1,2.882
12149,5,3.122
12150,4,3.173
12151,3,13.691
12153,10,10.989
12156,68,56.545
12159,1,2.382
12161,1,2.362
12163,1,5.484
12164,2,6.805
12165,1,3.933
12166,1,2.852
12167,9,2.512
12170,4,2.152
12171,2,5.635
12172,6,5.604
12173,17,3.493
12174,1,2.402
12178,5,3.353
12181,1,3.633
12183,1,2.052
12185,1,4.083
12187,1,2.042
12190,3,7.316
12198,1,3.623
12199,5,6.225
12200,1,2.722
12201,2,5.334
12202,1,3.913
12203,5,4.063
12204,2,4.073
12206,1,6.105
12209,3,11.429
12211,2,5.084
12212,4,2.332
12213,5,6.675
12214,1,7.056
12217,2,2.072
12219,6,3.803
12223,14,2.852
12225,36,2.502
12226,1,3.203
12228,9,5.624
12229,13,12.31
12230,3,10.228
12231,1,6.255
12232,167,15.863
12234,20,8.116
12235,1,8.767
12236,1,3.863
12238,177,45.276
12239,1,8.907
12241,1,7.986
12245,1,27.452
12246,164,66.443
12254,5,7.006
12255,62,28.122
12258,1,13.951
12259,3,15.472
12260,2,6.465
12261,1,2.272
12262,42,9.878
12264,7,5.464
12269,12,5.925
12270,14,70.767
12271,7,21.577
12272,2,5.885
12273,55,80.294
12278,1,4.414
12279,2,28.943
12282,12,2.162
12284,1,3.122
12285,5,5.725
12286,1,2.422
12288,1,5.604
12291,2,10.358
12298,1,11.179
12304,5,6.845
12306,3,3.122
12309,4,9.678
12312,28,11.669
12314,2,2.192
12315,8,14.011
12317,1,3.813
12318,2,6.155
12322,10,4.514
12323,155,23.979
12324,3,2.682
12325,1,2.052
12327,1,2.562
12328,1,7.446
12329,1,5.945
12334,1,3.002
12338,2,2.382
12342,19,6.325
12343,172,43.735
12344,2,27.892
12350,74,10.819
12353,2,9.538
12356,18,3.303
12357,12,11.039
12358,23,7.086
12359,48,3.102
12361,3,3.203
12362,6,2.552
12364,1,4.123
12365,2,2.522
12367,3,3.713
12368,1,4.794
12369,13,8.677
12370,11,6.185
12371,6,2.592
12372,3,8.787
12373,3,7.506
12374,5,6.635
12375,3,3.283
12377,21,13.391
12378,1,5.084
12380,3,4.313
12381,11,17.014
12382,1,4.043
12384,1,3.413
12388,1,6.355
12389,1,9.578
12390,13,5.685
12391,1,2.082
12392,3,2.862
12396,6,14.582
12399,1,7.696
12401,7,4.744
12406,1,3.643
12407,1,3.303
12408,2,26.261
12416,11,7.566
12420,14,3.983
12423,2,2.492
12425,58,7.036
12430,6,13.271
12431,1,9.267
12434,4,8.076
12435,4,11.9
12436,2,4.744
12437,1,2.842
12439,1,3.493
12440,3,6.585
12441,1,4.564
12443,2,4.524
12445,1,34.958
12451,1,2.542
12455,11,34.247
12456,2,4.924
12457,8,2.002
12459,4,6.765
12462,4,19.846
12463,7,9.067
12464,7,2.192
12465,10,29.534
12468,74,62.109
12469,89,144.949
12470,3,2.11
12471,95,70.86
12472,2,8.581
12473,18,64.28
12474,11,19.942
12475,91,38.784
12476,78,63.486
12477,20,2.85
12478,3,3.13
12479,38,48.364
12480,18,9.581
12482,1,4.621
12483,15,16.562
12484,34,33.955
12485,10,2.35
12486,118,45.896
12488,1,2.54
12489,1,3
12490,139,70.413
12491,36,2.78
12492,59,5.43
12493,26,7.8
12494,22,31.772
12496,4,2.89
12497,32,4.56
12498,61,13.531
12499,89,21.501
12500,2,3.01
12501,153,451.816
12502,309,207.777
12505,2,2.83
12507,3,2.9
12508,4,3.39
12509,11,2.2
12513,161,3.41
12514,2,2.09
12515,4,3.18
12517,3,2.51
12518,3,6.01
12521,100,69.7
12522,4,11.95
12523,84,280.049
12524,34,9.47
12525,29,51.772
12527,12,24.441
12529,8,2.15
12530,76,17.259
12531,1,2.66
12532,3,2.29
12533,4,5.3
12534,2,5.22
12535,2,3.31
12536,22,2.3
12537,16,38.724
12538,69,25.542
12539,27,3.3
12540,4,5.29
12543,3,2.18
12544,12,4.13
12545,8,21.862
12546,5,30.302
12548,62,12.212
12550,1,4.671
12552,6,2.03
12553,533,212.11
12554,7,12.672
12555,37,15.672
12556,779,299.889
12557,307,38.377
12558,8,2.18
12559,49,11.222
12560,31,19.123
12561,142,27.965
12562,7,2.43
12563,143,32.466
12564,102,34.106
12566,581,5.341
12567,455,3.401
12568,9,7.802
12569,8,2.431
12571,36,17.003
12574,59,3.191
12576,4,2.541
12577,2,2.491
12580,3,3.131
12582,18,21.584
12583,15,4.481
12584,55,23.855
12585,6,6.971
12586,1,2.961
12587,10,3.321
12588,3,4.521
12590,1,6.452
12593,66,20.444
12594,3,4.131
12595,27,9.282
12596,91,9.422
12598,14,6.521
12600,1,8.072
12601,2,12.923
12602,2,5.401
12603,113,29.828
12604,3,2.051
12605,23,14.394
12606,4,3.821
12607,1,2.741
12609,4,10.963
12610,5,14.284
12611,1,2.291
12612,143,4.781
12613,444,4.751
12615,2,2.431
12616,1,16.755
12617,3,2.841
12618,7,8.192
12619,1,2.371
12620,1,3.921
12621,3,17.695
12622,3,13.004
12624,73,6.132
12626,409,4.341
12628,33,86.939
12634,6,6.942
12635,1,32.828
12636,5,19.205
12637,8,12.393
12638,10,24.096
12640,30,309.949
12642,28,11.952
12643,7,7.211
12644,8,50.93
12646,162,34.186
12647,34,10.432
12648,102,30.915
12649,6,6.121
12650,51,126.344
12652,131,508.292
12653,1,19.224
12654,116,333.177
12655,5,4.501
12656,4,9.212
12658,7,3.351
12659,21,56.04
12661,18,37.266
12662,1,4.621
12663,96,278.551
12664,454,5.269
12665,1,2.91
12666,6,2.97
12667,12,8.349
12668,28,2.19
12669,144,14.229
12670,7,5.859
12671,4,12.999
12672,40,10.959
12674,1143,138.207
12675,118,26.219
12676,359,18.159
12677,18,7.86
12678,2,3.37
12679,5,5.19
12680,7,4.35
12681,2,7.559
12684,3,3.56
12685,50,25.219
12686,3,4.58
12687,1,2.21
12688,1,4.05
12690,19,6.37
12691,91,86.194
12692,1,3.38
12693,85,27.148
12694,1,7.969
12695,93,63.737
12696,48,20.379
12698,46,4.019
12699,418,6.289
12702,27,41.515
12703,8,34.615
12704,462,162.008
12705,6,16.008
12707,114,23.748
12708,1,5.99
12709,6,6.39
12710,41,22.159
12712,16,5.41
12714,11,25.248
12715,44,53.327
12716,164,68.747
12717,10,4.73
12718,40,115.284
12719,65,4.91
12720,979,141.663
12721,4,25.138
12722,16,26.327
12724,271,124.14
12725,1,3.03
12726,49,27.548
12727,341,25.658
12728,9,21.879
12729,30,13.619
12730,199,136.272
12731,26,24.838
12732,296,41.707
12733,2,3.5
12734,351,124.34
12736,1,15.469
12737,7,2.1
12739,1,17.939
12740,31,20.418
12741,14,30.497
12742,2,2.15
12743,12,2.14
12744,107,98.17
12746,2,21.942
12747,270,145.527
12748,41,73.625
12749,12,52.964
12750,3,21.091
12751,48,12.552
12752,10,2.23
12753,73,13.092
12754,33,15.602
12755,9,9.471
12758,3,3.38
12760,2,3.02
12761,109,21.471
12762,140,20.162
12764,1,7.711
12765,34,159.125
12766,25,24.443
12767,1,4.65
12769,69,126.481
12770,1,5.33
12771,3,2.91
12773,12,10.691
12774,2,4.14
12776,4,35.601
12778,30,19.09
12779,6,2.72
12781,466,333.318
12782,159,4.6
12783,10,3.63
12784,178,283.305
12786,54,151.631
12788,1,7.46
12792,76,41.726
12793,10,7.251
12794,19,10.251
12795,7,10.871
12798,2,7.861
12799,2,4.671
12800,46,2.04
12801,12,7.761
12804,1,2.06
12805,1,12.781
12807,66,8.861
12808,3,38.615
12809,100,181.032
12810,2,9.581
12811,15,10.191
12812,33,39.345
12813,69,122.158
12814,1,4.5
12815,67,48.314
12816,4,13.211
12817,3,8.101
12818,3,30.022
12819,92,508.884
12820,36,69.466
12822,5,14.129
12823,40,6.7
12824,14,11.53
12825,3,2.06
12826,239,53.848
12827,1,5.1
12828,22,7.2
12829,51,4.75
12830,18,16.11
12831,70,317.747
12832,13,30.851
12833,58,158.337
12834,90,104.279
12835,11,36.03
12836,10,63.529
12837,11,17.61
12838,8,16.659
12839,25,22.039
12840,4,7.73
12841,90,35.19
12842,66,6.78
12843,88,61.012
12844,107,24.38
12845,25,41.861
12846,98,140.207
12847,383,173.161
12848,2,10.354
12850,1,12.665
12854,9,20.916
12855,97,40.882
12857,72,6.913
12858,1,3.781
12859,1,5.872
12860,4,2.911
12862,1,3.021
12865,47,4.751
12867,3,3.741
12868,40,11.523
12869,86,141.957
12871,66,43.613
12873,45,14.615
12874,4,9.393
12875,41,31.671
12876,101,17.456
12877,1,2.001
12878,5,2.941
12879,3,17.416
12881,18,3.101
12883,4,3.081
12884,7,5.922
12885,5,12.834
12886,10,3.201
12887,64,4.882
12888,32,83.736
12890,19,6.062
12891,3,6.972
12892,44,10.274
12893,164,3.731
12894,19,2.131
12895,86,17.356
12898,1,3.621
12901,12,29.038
12902,109,51.535
12903,1,10.323
12904,28,41.531
12906,2,3.001
12907,17,51.679
12909,55,60.723
12910,21,21.845
12912,23,15.314
12913,51,28.096
12914,1,2.631
12915,21,49.791
12917,2,2.37
12918,3,6.281
12919,3,2.1
12920,1,10.282
12923,27,44.497
12924,3,8.391
12926,25,14.433
12928,41,116.844
12930,5,19.595
12931,10,14.174
12932,29,5.461
12933,4,4.411
12934,125,10.623
12939,73,151.91
12940,3,29.688
12941,12,9.223
12943,84,9.463
12945,7,5.442
12946,60,37.825
12947,9,5.152
12948,46,9.194
12949,114,16.726
12950,3,9.304
12951,41,24.946
12954,66,31.668
12955,54,64.378
12959,1,11.603
12962,1,2.991
12965,8,5.001
12966,100,70.51
12967,24,6.882
12970,5,20.446
12971,23,15.955
12972,964,337.994
12973,3,6.179
12974,1,4.909
12975,285,25.806
12976,3,2.51
12977,243,94.792
12979,3,3.339
12980,166,131.475
12981,59,3.469
12982,1,5.189
12983,532,565.018
12984,1,7.759
12985,25,2.779
12986,640,18.867
12990,1,2.75
12991,1,3.129
12992,72,21.595
12993,12,2.47
12994,25,2.609
12995,1,3.439
12996,1,2.599
12997,8,19.895
12998,202,237.822
12999,72,85.129
13000,15,31.652
13001,14,24.209
13003,27,12.249
13004,9,4.23
13006,10,4.989
13007,37,25.857
13008,8,5.729
13009,19,5.169
13010,8,13.439
13011,35,5.649
13012,10,4.999
13013,29,11.849
13014,8,9.349
13015,77,35.677
13017,5,14.069
13018,1,3.61
13019,2,2.86
13020,91,41.497
13021,70,9.949
13022,205,116.52
13023,7,3.82
13024,4,2.17
13025,88,114.693
13026,16,9.449
13027,1,2.35
13029,44,54.837
13030,1,6.558
13031,1,3.149
13032,1,8.678
13033,100,77.812
13034,15,2.139
13037,21,3.719
13038,2,2.47
13039,8,5.039
13041,53,42.875
13042,15,4.24
13043,137,236.809
13044,19,6.009
13045,58,28.317
13046,46,31.786
13048,27,13.848
13049,20,70.9
13050,1,3.42
13051,6,11.339
13052,3,2.92
13053,17,2.18
13054,5,10.899
13055,62,51.598
13056,8,11.23
