ID,N,Ha
344,74,91.763
345,1,3.183
347,1,2.842
348,76,9.488
349,2,3.022
351,2,2.482
352,37,46.487
355,6,45.586
356,2,5.354
360,1,3.393
361,120,224.879
365,3,22.068
368,5,5.955
370,1,17.184
371,81,49.56
382,1,2.612
386,23,5.494
387,1,4.784
390,23,11.329
397,1,2.892
403,1,4.193
404,31,6.535
405,1,2.642
408,2,4.404
409,38,20.596
414,6,24.96
417,1,7.056
418,11,4.654
420,12,5.184
424,9,7.486
425,1,14.251
426,66,91.923
428,1,6.936
431,9,8.777
432,2,3.333
433,1,2.202
434,12,7.186
435,1,12.24
436,1,6.365
439,6,4.634
441,1,2.032
442,33,23.989
448,48,86.249
450,2,13.951
452,2,4.193
453,1,2.952
456,3,10.148
457,2,2.492
458,1,3.032
460,3,25.691
466,5,81.705
470,2,4.193
471,53,42.394
473,3,2.462
474,55,60.228
477,2,3.233
480,155,266.833
481,1,7.716
483,1,2.302
486,1,4.874
490,3,10.979
494,20,32.276
496,1,3.343
497,97,7.526
500,1,5.544
503,46,29.934
504,1,2.542
505,1,4.964
510,133,43.455
511,1,3.353
515,26,82.346
518,1,18.765
522,5,4.313
523,5,2.452
526,78,130.604
527,21,19.215
532,1,9.407
534,4,8.197
535,1,3.333
539,4,27.662
540,2,6.996
541,1,8.136
542,1,3.193
544,12,48.218
547,2,7.266
548,3,2.452
550,1,3.393
551,15,14.371
552,2,4.694
553,3,3.413
554,4,4.383
555,1,11.109
556,1,3.903
557,1,6.165
558,1,54.023
559,1,2.492
560,3,13.361
561,3,4.474
562,69,18.845
563,26,13.451
564,1,6.025
565,1,2.012
566,1,17.594
568,19,4.734
571,28,36.289
575,7,38.541
579,39,18.335
580,40,22.498
582,112,124.599
587,3,3.463
588,10,12.57
589,1,2.222
592,15,17.704
595,3,31.785
598,1,2.042
599,25,3.513
606,12,2.992
609,1,15.232
611,1,4.424
616,1,6.735
625,4,6.045
626,1,4.774
627,1,3.183
628,1,9.518
629,1,6.155
631,4,6.355
635,5,4.323
636,1,2.432
637,2,3.593
638,24,21.017
639,2,13.611
641,40,11.579
642,5,5.384
646,1,3.393
648,2,6.996
650,4,14.892
651,7,9.398
653,45,31.475
655,2,2.292
656,1,3.082
658,49,64.131
660,35,14.612
663,2,75.681
671,1,8.006
673,1,9.157
674,130,42.804
676,1,4.093
678,2,9.418
683,2,2.142
691,3,5.564
694,1,20.226
695,102,34.107
700,1,2.662
703,8,2.132
706,24,3.643
708,89,26.121
711,29,70.256
717,1,3.062
718,1,3.943
720,84,77.822
721,1,2.952
722,1,2.482
735,2,2.802
746,3,19.866
749,1,27.912
751,9,2.592
754,2,4.814
755,1,4.113
758,6,4.824
760,14,3.183
764,2,24.84
766,66,61.259
769,3,14.111
777,1,6.245
780,3,5.254
784,1,3.943
785,1,54.173
788,3,10.699
790,10,12.6
791,109,11.669
792,6,18.965
793,4,13
794,47,12.75
802,105,18.054
803,1,3.513
804,1,3.663
805,1,3.193
806,1,18.395
807,60,26.101
811,17,45.356
814,2,15.873
821,2,3.923
824,10,2.032
825,4,14.181
827,1,12.66
830,2,2.012
832,1,16.323
839,2,6.065
841,2,20.386
843,2,24.039
854,128,6.815
855,23,31.035
856,1,3.763
859,4,3.132
860,1,5.294
862,2,6.525
863,5,19.636
864,2,2.522
865,154,58.887
866,31,5.414
867,18,9.187
868,10,3.002
873,1,5.945
874,6,7.146
875,2,9.568
884,62,99.789
888,5,20.416
889,51,22.008
890,2,3.983
901,10,4.904
902,75,91.653
903,1,2.912
904,43,5.895
905,1,2.142
906,104,16.303
907,8,6.575
909,40,2.582
912,1,10.188
913,2,14.391
918,2,12.22
919,41,43.585
920,10,4.103
922,4,2.562
923,49,24.339
924,15,9.868
925,2,2.462
927,93,8.557
928,7,14.391
929,1,20.006
931,1,23.989
932,1,4.874
938,1,10.719
939,1,2.182
940,2,20.116
944,29,46.127
945,20,15.262
946,10,10.729
947,379,63.371
948,13,33.247
950,1,3.092
952,49,21.517
954,1,4.874
956,5,3.843
959,28,21.557
962,11,50.12
964,2,29.884
965,6,4.373
966,1,5.655
969,105,115.412
970,1,3.553
971,6,2.752
972,8,6.455
973,2,2.722
975,1,3.683
976,1,8.066
979,1,3.193
983,100,16.253
986,2,2.902
989,75,86.399
994,6,43.205
999,1,3.623
1004,100,46.887
1005,16,4.384
1006,163,150.74
1009,2,21.517
1012,1,12
1015,31,11.069
1016,6,5.174
1018,1,6.845
1020,87,58.807
1022,2,7.106
1023,4,3.062
1029,7,17.484
1031,33,34.427
1032,1,16.803
1034,2,10.889
1036,2,3.333
1038,2,32.656
1044,38,28.373
1050,8,7.816
1057,4,5.564
1060,2,12.94
1061,1,2.682
1062,2,14.321
1063,1,2.302
1065,1,2.172
1066,18,20.666
1070,1,2.282
1077,120,46.847
1083,55,10.418
1088,1,4.193
1090,2,5.194
1091,5,27.272
1095,7,36.889
1096,30,2.542
1098,1,2.912
1103,5,3.763
1105,1,13.761
1108,9,3.453
1109,11,18.505
1110,1,9.237
1113,147,69.686
1119,8,22.788
1122,4,3.933
1125,10,10.068
1127,1,39.812
1131,2,21.567
1133,16,39.602
1142,27,70.726
1153,9,6.055
1154,13,52.152
1158,13,5.284
1160,115,97.177
1162,32,7.016
1163,4,11.129
1166,232,22.678
1168,48,20.296
1171,14,2.212
1173,4,10.879
1175,9,10.078
1177,1,2.592
1180,3,2.382
1181,270,107.345
1182,173,7.636
1183,4,17.324
1184,8,6.765
1193,1,3.082
1202,7,6.435
1203,6,2.242
1211,208,8.597
1213,16,29.053
1217,11,3.333
1218,230,38.671
1219,2,4.454
1222,1,9.277
1223,5,7.276
1225,39,4.003
1226,17,2.602
1227,4,3.683
1228,3,4.133
1230,4,3.553
1232,1,4.514
1233,1,7.166
1236,1,6.055
1238,177,14.191
1239,51,10.799
1240,2,4.063
1242,5,7.186
1244,7,3.683
1246,1,3.663
1247,16,3.903
1248,1,7.956
1250,19,34.177
1251,1,8.717
1252,2,2.652
1255,3,11.459
1256,8,33.907
1259,1,5.244
1260,21,17.364
1263,155,57.045
1264,6,2.052
1265,5,13.481
1268,1,7.136
1269,1,2.282
1270,1,4.964
1273,1,4.434
1275,1,3.703
1276,1,12.2
1280,1,4.153
1282,1,2.532
1285,51,46.477
1286,1,25.03
1291,91,31.955
1292,1,10.719
1293,1,8.597
1296,2,5.174
1297,1,2.812
1298,17,3.443
1299,7,8.547
1300,32,7.936
1304,3,3.593
1307,63,16.683
1311,2,2.672
1312,1,2.172
1314,8,11.049
1315,5,35.398
1316,1,14.642
1318,1,11.139
1320,3,14.912
1325,1,3.763
1326,1,2.742
1332,104,15.953
1337,98,68.434
1340,6,2.012
1341,44,3.533
1342,6,2.382
1343,4,2.052
1344,1,6.135
1360,144,6.925
1361,56,4.734
1362,63,10.748
1363,78,5.284
1364,1,3.062
1367,4,2.122
1368,95,7.626
1370,124,81.023
1371,7,13.11
1373,9,13.17
1374,3,10.078
1378,15,6.835
1383,2,2.652
1384,1,11.659
1389,6,9.217
1392,5,5.514
1393,32,6.085
1394,19,5.134
1395,7,4.063
1396,1,3.202
1397,31,5.134
1398,14,6.975
1399,138,4.954
1400,53,2.912
1401,2,4.804
1402,5,7.276
1403,7,2.292
1406,3,7.576
1407,138,23.928
1409,134,12.75
1410,186,28.522
1411,45,38.269
1412,1,2.702
1413,6,2.012
1414,48,6.935
1415,1,2.782
1417,1,2.052
1418,124,22.597
1419,103,16.092
1420,148,3.573
1421,2,2.202
1426,4,8.667
1427,2,2.972
1428,1,7.266
1430,1,2.932
1431,41,3.793
1433,18,11.139
1434,7,3.953
1435,26,18.544
1436,78,10.868
1437,6,6.125
1438,98,21.557
1439,51,6.755
1441,93,43.003
1442,9,4.313
1443,2,12.299
1445,4,3.743
1447,4,5.454
1448,2,17.263
1450,18,7.025
1451,17,2.082
1452,1,2.682
1453,1,7.906
1454,1,11.499
1456,1,7.306
1457,1,4.363
1459,1,4.604
1462,1,3.263
1470,2,2.112
1471,1,3.303
1472,10,19.445
1473,1,11.659
1475,3,5.334
1476,4,4.123
1477,4,3.333
1479,3,6.105
1480,5,14.851
1481,5,6.395
1482,4,7.986
1483,1,2.562
1484,3,2.422
1485,123,6.935
1486,56,2.102
1487,3,2.612
1488,1,3.182
1489,37,5.474
1490,1,2.392
1494,1,2.031
1495,1,2.842
1496,3,6.405
1497,2,5.814
1499,5,3.983
1500,1,5.504
1501,1,7.496
1502,1,5.534
1505,82,2.472
1506,1,3.403
1509,4,4.003
1512,3,2.372
1514,10,2.142
1516,3,4.483
1517,1,3.012
1518,1,3.142
1519,6,3.042
1521,144,34.817
1522,1,2.782
1524,10,4.734
1525,4,4.463
1526,5,10.108
1527,11,5.144
1528,5,4.403
1529,162,2.512
1531,10,2.732
1533,1,2.862
1534,3,2.002
1535,81,5.284
1536,84,46.547
1537,15,3.153
1539,18,7.266
1541,2,2.392
1542,4,8.096
1543,1,2.242
1544,1,2.132
1545,6,2.282
1546,1,8.477
1548,27,4.253
1552,4,10.028
1553,2,2.502
1554,49,10.478
1555,29,44.005
1557,1,8.277
1562,111,6.695
1564,141,48.278
1565,50,8.577
1569,15,12.63
1571,1,2.432
1574,3,9.498
1575,62,12.63
1576,5,4.213
1577,29,8.657
1578,6,8.277
1579,102,11.019
1583,1,3.283
1586,2,6.895
1587,2,5.214
1588,17,27.072
1589,60,3.733
1595,1,3.753
1597,29,4.434
1599,1,5.855
1601,2,7.266
1606,13,26.731
1610,1,9.057
1620,5,2.482
1623,1,5.755
1629,1,2.782
1631,39,2.162
1634,1,2.152
1636,42,9.127
1640,2,2.852
1645,4,13.19
1646,15,3.433
1653,5,7.056
1657,32,8.927
1658,1,11.609
1660,1,2.992
1663,1,3.062
1668,25,11.309
1669,1,10.058
1671,2,3.563
1686,30,9.197
1692,1,2.012
1694,60,156.984
1702,1,2.362
1703,1,10.308
1727,3,2.402
1730,11,11.209
1733,1,4.263
1744,64,26.991
1748,1,4.303
1757,86,76.351
1760,1,2.182
1769,3,10.769
1779,28,5.594
1785,1,7.006
1804,8,6.895
1805,6,15.002
1810,84,27.112
1811,92,10.278
1812,3,2.742
1813,64,6.695
1814,175,53.831
1815,8,20.646
1817,17,42.623
1818,2,7.306
1819,1,5.764
1820,4,6.675
1824,2,17.634
1825,1,2.562
1829,1,7.025
1833,1,13.35
1834,1,2.992
1844,1,6.165
1845,13,9.988
1846,3,3.723
1850,4,2.822
1851,4,36.658
1852,1,2.832
1857,1,4.694
1862,4,9.077
1863,17,4.984
1864,1,3.423
1865,82,4.083
1867,1,2.082
1870,7,11.068
1873,4,2.592
1874,4,3.202
1875,3,3.162
1876,2,3.503
1877,1,2.162
1879,4,2.762
1880,2,5.904
1881,18,4.814
1885,13,4.693
1886,4,2.762
1887,1,6.024
1888,1,2.162
1891,57,12.099
1892,2,2.762
1893,4,4.033
1894,7,9.497
1896,1,2.262
1897,2,18.323
1898,1,3.823
1899,9,5.334
1901,1,5.154
1902,3,5.824
1904,2,2.332
1905,2,3.533
1906,1,3.413
1907,2,2.262
1908,9,5.444
1909,1,2.692
1910,4,2.142
1912,2,22.086
1913,20,43.342
1916,1,3.673
1919,4,9.347
1921,1,10.248
1925,1,7.526
1926,1,3.583
1927,4,8.326
1928,29,4.934
1929,5,5.814
1930,3,5.204
1932,4,6.595
1933,3,4.453
1934,2,2.622
1935,5,3.633
1936,9,18.624
1938,3,7.065
1940,2,3.813
1941,1,4.543
1944,10,11.579
1945,1,5.554
1946,8,29.133
1948,3,4.614
1949,6,8.757
1950,5,7.516
1951,6,7.246
1952,1,2.222
1953,10,17.254
1954,1,4.053
1956,7,4.634
1957,4,4.934
1959,7,5.034
1960,15,5.354
1962,1,10.228
1967,5,2.382
1968,9,14.632
1982,1,4.464
1983,2,2.892
1985,1,7.766
1986,3,5.114
1987,5,2.532
1988,1,3.793
1989,5,24.319
1991,9,13.921
1992,4,4.864
1993,43,18.155
1994,3,3.673
1995,3,3.493
1996,2,5.284
1997,2,4.704
1999,4,9.468
2000,1,2.162
2002,2,11.459
2003,2,2.602
2004,1,2.572
2013,1,9.878
2021,77,2.782
2028,1,8.016
2031,1,5.234
2033,11,20.887
2039,1,2.342
2043,69,2.552
2058,1,2.192
2059,51,9.147
2060,1,7.006
2062,7,10.889
2063,2,5.174
2064,5,5.675
2066,4,20.186
2067,1,7.266
2071,3,9.067
2073,1,10.098
2074,1,2.352
2075,1,19.596
2080,2,20.967
2081,4,3.463
2085,109,9.237
2096,1,10.028
2102,3,2.572
2106,2,11.399
2112,2,2.552
2115,1,3.563
2117,1,3.673
2123,1,8.757
2126,1,13.601
2131,1,18.975
2135,5,8.537
2139,1,2.262
2140,1,4.183
2144,3,6.165
2145,1,10.438
2147,1,3.163
2148,1,3.733
2154,2,16.003
2157,8,9.528
2158,5,6.135
2161,2,5.104
2165,2,16.073
2168,19,30.584
2180,1,7.666
2182,4,7.546
2183,1,2.112
2185,10,22.518
2188,57,8.687
2193,2,7.526
2195,2,4.844
2196,1,2.962
2201,8,103.743
2204,1,3.022
2216,1,29.343
2217,3,31.075
2219,2,3.453
2224,39,43.004
2227,1,5.725
2228,14,11.709
2229,12,73.018
2234,6,63.941
2237,8,2.182
2238,2,4.373
2239,11,28.132
2241,10,7.096
2242,7,3.483
2244,11,23.579
2248,1,3.553
2249,5,18.084
2255,21,15.753
2258,1,5.935
2259,17,76.241
2262,1,3.393
2264,6,8.026
2266,3,14.482
2274,1,10.729
2275,3,32.976
2276,8,53.493
2282,1,14.331
2284,21,13.05
2287,1,9.708
2288,12,5.875
2289,2,27.072
2290,2,49.349
2292,6,15.893
2293,1,3.483
2296,41,23.499
2299,1,2.112
2307,3,49.57
2309,94,32.546
2310,9,2.712
2311,2,3.283
2314,6,5.494
2316,6,2.432
2320,1,9.658
2321,1,2.192
2325,2,15.983
2326,78,11.369
2329,12,51.791
2335,4,21.757
2346,1,3.072
2350,1,2.282
2351,1,3.713
2352,2,5.054
2353,1,4.754
2358,1,5.945
2360,2,2.222
2361,1,7.996
2362,3,17.084
2363,1,3.703
2366,2,7.856
2367,13,8.417
2368,30,8.787
2369,4,19.506
2370,4,2.842
2371,4,7.726
2372,1,2.332
2375,1,2.032
2376,1,4.474
2380,12,46.507
2383,1,11.539
2384,1,2.112
2389,1,7.386
2391,58,39.732
2392,4,2.892
2394,1,4.974
2395,4,2.482
2396,1,2.372
2397,1,12.05
2399,3,59.878
2401,5,4.744
2402,4,5.144
2403,49,12.5
2408,3,2.282
2409,2,31.455
2427,1,3.683
2430,2,3.423
2431,3,7.506
2432,3,10.659
2433,1,2.122
2434,121,25.22
2435,1,5.224
2436,1,2.132
2439,4,2.882
2440,1,14.091
2442,2,10.899
2445,1,2.042
2449,1,19.305
2450,1,6.115
2452,10,8.096
2454,1,6.485
2455,1,2.272
2457,1,12.52
2458,1,3.573
2459,1,7.476
2460,1,6.275
2461,1,2.132
2463,11,7.896
2466,1,29.183
2474,5,2.222
2477,1,5.645
2478,1,2.702
2487,1,6.685
2492,35,6.065
2505,1,9.798
2507,1,11.339
2509,1,2.202
2510,1,2.472
2514,10,10.168
2520,33,41.363
2523,5,11.579
2526,2,2.472
2532,2,7.056
2534,1,3.343
2544,1,3.823
2546,2,18.104
2549,1,4.714
2551,1,3.663
2558,3,22.838
2560,4,48.429
2564,17,9.247
2568,41,15.763
2569,1,15.562
2570,66,2.662
2571,1,14.061
2572,5,32.726
2585,1,23.429
2588,1,4.874
2589,1,2.422
2611,7,37.27
2612,1,9.648
2617,1,3.243
2620,1,6.115
2622,1,3.863
2626,2,6.705
2629,1,7.106
2638,4,5.204
2643,1,20.626
2644,1,10.468
2646,2,2.852
2647,1,10.769
2650,1,2.122
2655,3,13.901
2658,5,22.028
2660,8,3.163
2661,15,7.226
2662,63,9.007
2666,5,12.9
2667,4,11.859
2668,1,8.917
2669,5,7.416
2672,1,4.353
2673,4,5.785
2674,5,5.825
2676,1,8.227
2677,2,5.915
2678,27,3.663
2679,2,3.743
2680,15,28.403
2681,1,6.665
2682,10,44.886
2685,65,4.183
2688,1,39.922
2691,95,191.763
2692,34,42.544
2694,3,5.324
2699,4,5.685
2703,1,2.372
2705,1,2.482
2707,1,3.793
2712,2,12.87
2713,6,2.542
2722,1,5.554
2724,2,28.022
2727,1,2.372
2733,2,17.344
2735,7,54.513
2738,1,8.427
2745,1,3.633
2748,1,17.844
2752,1,6.205
2756,14,3.783
2757,2,3.563
2760,1,4.223
2763,12,19.526
2766,3,22.288
2768,1,3.283
2769,3,9.528
2771,3,4.313
2779,1,2.162
2781,7,3.343
2782,1,11.92
2783,2,26.821
2789,1,30.935
2793,1,2.942
2796,1,2.592
2810,1,14.862
2825,4,5.584
2826,1,27.572
2831,1,6.465
2832,1,2.292
2833,1,2.962
2838,6,4.764
2839,1,2.402
2842,1,10.699
2843,3,2.552
2845,1,2.292
2846,3,2.632
2854,1,4.464
2855,1,4.203
2857,1,5.124
2859,1,5.334
2860,1,17.003
2861,1,2.202
2862,3,4.013
2864,1,4.644
2870,1,5.524
2873,4,2.102
2879,1,6.225
2883,2,2.712
2884,40,39.14
2885,5,6.925
2888,54,5.254
2892,1,13.851
2893,2,7.326
2900,1,4.884
2901,4,30.652
2903,20,12.209
2904,5,5.954
2906,10,11.469
2909,8,27.671
2910,1,2.011
2911,5,3.433
2912,7,3.773
2913,2,2.192
2914,1,4.834
2916,3,13.91
2918,1,2.792
2920,3,9.497
2922,2,2.172
2923,1,7.576
2924,128,23.788
2925,6,2.432
2927,13,2.252
2928,1,2.032
2929,1,12.81
2930,1,2.142
2931,128,26.42
2932,8,2.642
2934,91,3.833
2935,1,2.182
2937,2,3.032
2941,26,4.623
2943,3,5.954
2944,10,7.015
2946,1,7.826
2947,10,13.51
2952,2,6.305
2953,1,2.432
2954,2,3.372
2955,3,3.052
2956,3,2.752
2957,1,2.912
2958,71,15.181
2959,1,3.693
2962,1,3.072
2964,3,2.172
2965,66,2.021
2966,22,11.468
2967,71,9.637
2968,2,2.692
2969,405,93.869
2970,5,4.864
2971,1,5.684
2972,680,9.297
2973,98,5.604
2974,40,3.893
2975,7,3.202
2976,21,2.252
2977,4,3.733
2981,30,3.963
2982,2,5.274
2987,1,5.594
2989,4,13.73
2990,2,2.292
2991,18,22.227
2993,1,2.942
2994,136,16.502
2995,1,2.932
2997,1,7.596
3002,1,10.448
3003,4,2.072
3006,62,68.761
3007,3,2.192
3008,6,4.263
3009,1,3.132
3010,1,3.332
3011,1,2.542
3013,1,9.037
3017,6,5.875
3018,1,4.604
3019,37,15.122
3021,13,4.373
3022,1,5.084
3023,7,7.386
3034,1,6.385
3035,4,7.766
3036,2,5.414
3038,1,5.434
3039,1,15.912
3041,3,4.844
3046,3,17.564
3047,2,3.042
3049,1,11.729
3050,3,2.072
3051,5,4.864
3052,6,20.086
3066,2,7.096
3081,2,4.834
3082,1,3.583
3091,4,5.524
3093,1,44.425
3094,11,91.783
3097,6,2.342
3100,1,3.623
3101,4,2.892
3103,3,3.052
3104,54,11.049
3106,1,3.653
3107,2,6.585
3111,115,17.974
3112,6,2.082
3117,1,3.443
3120,1,4.854
3123,57,45.696
3125,1,2.962
3129,1,2.242
3131,1,6.555
3134,5,51.941
3135,1,15.012
3136,3,16.803
3137,4,9.017
3138,7,15.462
3139,1,9.988
3142,3,30.694
3145,1,12.039
3146,1,2.812
3150,28,3.263
3158,93,12.58
3161,1,2.142
3167,11,2.612
3170,1,3.853
3174,1,3.443
3175,1,2.372
3180,1,5.154
3181,1,9.788
3187,1,7.456
3190,16,3.853
3195,1,4.283
3198,1,3.613
3200,1,8.927
3203,2,3.813
3206,1,3.313
3208,60,129.103
3212,30,5.044
3214,2,8.677
3217,1,3.142
3220,1,4.764
3224,6,8.637
3228,1,7.206
3231,144,30.854
3238,1,7.946
3240,1,6.345
3241,1,8.016
3242,1,28.403
3243,2,8.597
3244,2,15.282
3245,2,20.656
3249,6,39.03
3250,1,4.153
3254,1,16.583
3257,1,2.582
3258,1,3.373
3260,1,9.978
3267,1,2.242
3291,1,2.252
3299,2,6.885
3306,1,5.895
3312,22,4.994
3317,1,2.842
3318,3,4.013
3319,3,2.642
3324,3,2.412
3325,4,2.242
3326,1,6.135
3327,16,5.574
3328,3,6.265
3329,1,4.443
3337,1,12.58
3339,2,37.699
3341,2,8.456
3342,1,3.092
3346,4,31.344
3347,13,9.527
3348,92,27.1
3352,1,2.502
3353,13,13.73
3354,9,7.415
3355,1,3.212
3356,5,4.153
3357,2,4.243
3358,3,8.026
3359,2,4.854
3361,8,5.834
3363,2,2.652
3364,1,2.402
3366,5,2.292
3368,12,6.445
3369,5,6.285
3372,6,4.533
3374,4,8.156
3375,10,14
3376,10,4.173
3377,23,4.874
3378,8,2.132
3379,29,5.474
3380,40,2.642
3381,33,2.532
3382,5,3.713
3384,11,7.255
3385,4,5.494
3386,2,2.622
3388,8,12.78
3399,10,6.505
3400,2,6.565
3401,5,5.054
3403,2,2.342
3404,3,3.593
3405,3,2.752
3407,3,9.747
3410,2,2.262
3411,2,2.252
3412,1,9.757
3413,1,2.932
3414,1,3.042
3415,1,5.144
3418,3,10.998
3426,1,13.981
3427,1,12.379
3429,1,3.002
3438,1,6.575
3439,33,23.828
3444,1,2.132
3445,7,3.273
3449,1,3.753
3450,1,4.584
3451,5,6.265
3454,3,2.192
3456,2,4.534
3457,14,2.642
3459,1,2.522
3464,2,2.372
3469,1,3.212
3470,2,6.965
3472,6,2.232
3473,3,2.322
3474,2,4.734
3476,2,4.393
3478,2,2.762
3479,1,4.954
3481,37,4.153
3486,1,3.523
3492,45,14.721
3499,1,2.852
3503,3,2.472
3504,11,10.168
3510,2,4.013
3511,2,2.482
3512,5,2.802
3513,1,4.564
3514,6,7.156
3515,1,12.68
3524,1,3.213
3526,1,4.043
3527,36,4.654
3529,1,4.674
3539,1,6.315
3545,1,4.293
3548,64,148.658
3554,1,5.054
3555,4,17.044
3560,7,7.556
3561,1,15.592
3573,1,6.395
3575,3,5.534
3576,1,3.062
3578,1,9.828
3580,1,3.473
3582,8,25.981
3601,29,4.754
3622,1,2.222
3623,3,25.42
3624,3,3.192
3626,1,2.422
3638,8,21.347
3649,1,6.235
3654,1,7.045
3658,1,17.664
3660,1,2.172
3662,2,12.52
3663,1,8.587
3665,30,11.959
3667,1,5.985
3669,28,14.001
3671,7,8.757
3672,4,4.464
3673,1,5.034
3679,3,19.826
3681,1,5.294
3688,2,37.47
3689,3,3.062
3696,1,7.596
3698,5,7.576
3711,1,4.213
3712,1,8.427
3715,44,5.945
3717,1,2.922
3718,45,34.147
3724,1,6.535
3727,1,3.062
3730,1,7.916
3736,1,5.304
3747,1,2.222
3749,1,6.785
3762,1,2.292
3764,1,2.382
3766,3,2.032
3767,1,33.597
3779,2,5.735
3780,1,6.315
3782,1,14.251
3784,1,8.367
3789,1,6.375
3791,2,12.3
3798,18,10.318
3807,6,2.452
3810,1,3.893
3812,19,17.364
3815,19,47.718
3822,1,16.873
3823,1,3.463
3824,2,5.825
3830,3,7.946
3847,1,6.835
3854,66,2.432
3860,4,11.379
3874,2,33.387
3877,6,30.985
3891,2,23.469
3897,1,22.498
3898,2,5.875
3904,1,5.825
3910,1,10.649
3919,2,3.082
3925,1,2.672
3926,1,4.544
3929,1,2.452
3931,5,3.713
3935,8,8.637
3936,1,3.133
3937,4,2.522
3938,2,2.392
3939,3,2.072
3940,13,5.204
3941,6,4.153
3944,6,29.644
3947,1,3.633
3948,2,2.582
3949,15,9.808
3954,6,2.982
3955,33,86.419
3957,2,13.711
3962,1,8.647
3963,3,7.826
3968,1,7.726
3970,18,2.932
3971,2,4.844
3973,1,3.973
3974,1,3.703
3975,7,9.027
3977,2,6.825
3978,1,11.129
3981,3,17.854
3983,64,7.616
3985,26,48.108
3986,15,6.005
3987,3,3.703
3988,2,22.408
3989,2,15.743
3990,4,4.904
3992,1,10.088
3993,2,5.765
3994,1,5.945
4014,1,9.047
4017,4,11.839
4018,3,3.713
4019,2,7.156
4021,1,2.462
4026,2,7.086
4034,1,6.785
4039,2,2.702
4041,1,2.412
4042,1,2.302
4044,2,13.401
4045,1,10.258
4047,7,3.753
4053,2,23.429
4057,4,3.403
4065,4,25.33
4066,1,2.182
4069,4,19.516
4075,26,2.372
4089,4,25.651
4095,1,6.635
4097,8,3.783
4098,14,8.847
4100,45,23.409
4105,1,10.138
4106,4,3.493
4107,3,2.412
4108,4,3.122
4109,1,9.678
4110,10,15.753
4111,8,7.826
4112,1,3.983
4118,165,12.51
4120,2,2.922
4121,1,3.973
4123,123,4.734
4125,3,6.355
4131,1,2.452
4132,6,4.654
4133,11,7.646
4134,5,2.492
4135,1,7.496
4138,1,3.072
4142,9,4.403
4146,69,44.816
4151,3,23.419
4155,1,13.861
4158,49,2.832
4161,2,7.096
4164,3,13.571
4165,28,7.656
4166,5,4.624
4189,1,2.012
4191,5,3.503
4192,1,12.27
4196,1,11.429
4198,20,3.122
4200,1,4.424
4203,4,8.167
4205,16,3.533
4206,76,23.709
4207,20,3.143
4209,5,3.193
4211,46,20.897
4212,4,16.693
4215,9,2.922
4216,1,6.425
