ID,N,Ha
17546,11,23.288
17550,27,2.302
17551,47,17.003
17552,1,4.804
17555,28,5.494
17557,47,6.075
17558,1,6.465
17559,37,3.102
17562,16,3.623
17563,27,11.259
17564,17,10.428
17565,46,7.506
17568,12,3.172
17569,171,41.843
17570,34,3.142
17571,1,5.114
17572,32,14.511
17573,137,50.449
17574,20,2.582
17575,2,43.654
17576,56,2.942
17577,57,3.022
17578,10,5.304
17582,4,3.423
17583,35,4.704
17584,1,2.392
17585,1,2.382
17587,1,9.337
17588,6,18.164
17589,2,5.274
17591,30,4.073
17592,55,5.985
17601,72,4.043
17604,7,20.206
17609,75,9.037
17610,7,5.975
17611,12,3.853
17614,39,2.152
17615,15,5.474
17616,104,3.993
17617,4,2.552
17622,99,61.028
17623,3,14.922
17628,33,9.527
17630,9,77.13
17631,15,12.76
17634,52,13.601
17637,11,38.7
17638,1,15.252
17640,1,4.033
17641,1,2.182
17643,146,187.125
17645,11,4.724
17646,1,39.471
17647,15,6.035
17650,49,10.358
17655,1,4.083
17657,62,7.246
17658,4,17.574
17666,19,6.405
17667,1,36.398
17668,29,3.453
17670,1,4.213
17676,38,4.093
17677,25,6.405
17679,1,3.883
17681,17,2.772
17685,11,2.412
17686,36,8.667
17688,16,9.558
17691,60,5.314
17692,1,3.863
17693,1,6.555
17701,1,3.673
17702,7,2.762
17703,1,2.922
17704,1,18.885
17705,14,4.794
17706,1,5.184
17708,33,17.524
17709,1,3.413
17710,53,9.698
17713,44,6.125
17715,6,4.934
17717,31,21.597
17718,31,7.486
17719,20,2.502
17721,24,5.714
17725,13,18.064
17726,43,9.207
17727,1,3.162
17728,3,9.027
17730,44,49.769
17734,82,156.072
17735,15,4.784
17736,6,12.78
17739,87,23.348
17740,107,30.644
17742,42,6.955
17743,25,2.402
17744,30,12.6
17747,16,13.741
17748,62,12.6
17751,69,3.283
17759,35,2.112
17760,48,7.416
17762,1,2.032
17764,30,2.562
17766,70,5.885
17767,36,2.642
17768,17,7.326
17779,133,44.856
17792,13,2.052
17794,1,2.222
17795,1,2.642
17796,17,3.523
17797,9,6.545
17798,117,26.431
17799,1,5.194
17800,1,3.303
17801,2,5.765
17802,33,2.062
17805,3,2.252
17806,1,2.682
17808,128,149.908
17810,29,2.962
17813,54,3.483
17819,8,25.18
17820,2,2.602
17821,6,2.472
17823,3,3.062
17834,31,4.534
17835,11,4.884
17836,47,50.33
17837,44,5.274
17844,46,6.645
17846,91,126.46
17849,169,129.392
17851,63,12.31
17852,57,3.203
17854,3,13.461
17858,2,2.092
17859,4,3.793
17862,12,35.448
17866,22,9.478
17869,47,3.703
17878,118,8.767
17880,45,2.522
17883,23,4.293
17884,7,4.844
17886,33,3.132
17888,3,2.002
17889,161,16.873
17890,95,25.88
17891,2,3.963
17892,20,5.484
17893,66,4.474
17894,116,7.166
17896,1,45.166
17897,14,2.532
17900,60,2.382
17901,25,6.095
17902,96,2.182
17903,39,2.552
17904,37,3.523
17905,313,110.337
17906,42,8.927
17907,147,20.386
17908,152,19.636
17909,2,2.932
17910,201,128.282
17912,10,6.615
17914,48,9.458
17916,120,25.49
17918,2,5.534
17919,183,45.976
17920,137,36.339
17921,47,14.892
17922,9,9.878
17925,8,11.599
17927,36,8.236
17928,172,94.554
17930,173,16.543
17931,100,26.641
17932,18,10.198
17933,22,11.919
17934,109,3.343
17935,33,2.122
17936,38,4.484
17938,107,5.795
17939,8,8.737
17941,102,14.892
17942,90,2.282
17943,2,2.172
17944,94,4.113
17945,144,5.464
17946,28,2.202
17947,90,2.812
17949,1,14.581
17952,10,5.114
17953,127,7.726
17954,1,12.18
17955,65,3.032
17956,12,4.954
17957,160,2.712
17958,107,7.446
17959,201,3.213
17960,37,6.295
17961,241,11.719
17962,24,3.052
17963,141,7.056
17964,217,6.185
17965,176,159.606
17967,141,40.512
17969,1,25.06
17971,108,2.572
17972,53,4.163
17974,135,8.797
17975,1,3.373
17976,101,10.608
17979,184,6.945
17980,112,6.965
17981,88,3.983
17984,117,41.633
17985,33,4.433
17986,56,18.044
17987,130,2.932
17988,269,47.097
17989,142,6.935
17990,2,4.413
17992,154,8.116
17993,95,4.634
17994,65,5.885
17995,144,8.827
17996,69,2.802
17997,64,2.762
17999,15,2.622
18002,86,46.146
18006,201,4.804
18009,1,4.053
18012,49,8.186
18013,142,12.31
18014,184,43.544
18015,75,5.855
18017,14,23.869
18018,13,76.85
18020,436,319.24
18021,55,2.062
18022,74,18.314
18023,35,3.873
18024,109,25.64
18025,81,14.291
18027,45,50.69
18032,32,21.707
18034,10,38.81
18037,26,6.865
18039,13,36.429
18041,166,49.309
18042,45,33.516
18044,95,9.578
18046,125,19.515
18047,61,2.302
18048,137,38.741
18054,68,4.734
18055,55,3.303
18063,108,10.979
18064,94,2.012
18068,39,15.022
18069,45,12.3
18070,8,3.343
18071,1,9.848
18072,17,4.814
18073,10,5.945
18076,2,6.015
18077,26,2.442
18079,23,3.092
18080,22,16.383
18081,35,2.422
18087,71,93.143
18088,4,2.972
18089,31,25.94
18091,477,407.759
18094,2,16.533
18095,8,6.945
18098,50,2.892
18102,113,20.026
18103,8,4.624
18105,46,14.531
18110,62,3.082
18114,13,51.45
18120,29,3.793
18121,54,3.713
18122,128,88.82
18123,77,15.432
18124,142,5.074
18125,5,25.049
18126,16,10.878
18128,76,200.084
18130,27,27.411
18131,31,2.582
18134,16,7.506
18135,2,2.472
18140,5,5.094
18144,19,19.745
18145,43,2.462
18146,36,7.546
18147,22,2.212
18151,94,7.125
18154,64,33.496
18156,3,56.994
18160,68,18.604
18164,51,70.534
18165,13,7.736
18167,41,35.217
18170,235,178.816
18172,25,17.473
18173,58,73.946
18174,1,10.258
18175,3,4.423
18183,1,5.054
18184,49,7.996
18185,99,5.764
18186,64,6.185
18188,75,55.303
18189,324,134.533
18190,56,8.767
18191,47,12.43
18192,6,30.864
18195,24,18.264
18196,39,12.019
18199,3,3.863
18204,11,13.48
18205,1,2.282
18207,2,6.945
18208,11,15.432
18209,17,3.993
18210,6,5.194
18212,43,24.899
18213,1,4.994
18214,1,2.192
18216,48,30.534
18218,45,3.633
18220,7,2.572
18221,24,19.335
18222,34,14.841
18223,56,5.344
18224,6,3.913
18229,26,36.859
18230,44,2.502
18231,87,60.027
18232,11,15.172
18235,38,25.21
18237,7,9.007
18238,142,59.386
18239,98,25.32
18240,21,12.089
18241,22,4.033
18242,200,34.577
18245,122,60.627
18250,6,5.044
18251,107,6.695
18252,12,58.325
18253,5,9.287
18255,14,3.102
18256,162,14.321
18259,51,14.371
18260,5,27.902
18263,2,38.96
18264,120,12.9
18266,49,8.767
18267,11,2.492
18268,164,4.263
18272,40,12.179
18273,40,2.642
18275,42,4.674
18276,67,11.709
18278,40,7.266
18279,1,25.57
18280,3,11.929
18281,55,53.542
18282,58,8.086
18283,1,9.497
18284,1,8.176
18285,8,64.39
18286,92,6.685
18287,159,30.684
18288,38,3.713
18289,2,3.102
18290,7,5.424
18291,14,2.862
18292,43,2.802
18293,1,2.472
18294,83,4.413
18296,52,3.263
18298,35,4.433
18300,1,2.132
18301,1,2.412
18302,43,4.844
18303,150,28.382
18304,306,76.92
18305,107,36.058
18308,120,101.509
18310,54,2.812
18312,63,4.103
18313,100,20.916
18314,2,5.394
18316,91,5.774
18317,48,5.985
18321,128,10.028
18322,9,7.155
18324,29,5.574
18331,227,64.089
18332,155,42.432
18333,115,7.796
18334,51,9.838
18335,59,2.522
18336,116,31.684
18337,126,22.587
18338,125,14.731
18339,71,9.097
18340,200,26.951
18341,51,2.322
18342,12,4.874
18343,20,7.236
18344,64,4.503
18346,101,15.041
18347,79,4.784
18348,30,10.078
18349,47,2.132
18350,120,21.426
18351,53,6.635
18352,18,2.852
18353,93,29.132
18355,97,26.771
18356,29,11.909
18358,87,2.372
18359,142,73.787
18360,103,2.812
18363,6,3.433
18364,84,35.277
18365,13,4.804
18367,79,26.821
18371,66,45.425
18373,32,33.306
18375,3,22.577
18376,1,2.852
18377,2,47.927
18378,48,36.838
18379,63,16.082
18382,112,4.914
18384,25,4.453
18385,60,18.274
18387,16,5.424
18388,22,2.212
18390,60,13.52
18392,23,8.176
18394,184,117.019
18397,46,40.891
18398,91,29.292
18399,29,7.556
18403,15,45.891
18404,88,25.928
18405,22,2.802
18406,4,26.578
18407,32,3.943
18408,40,20.394
18410,20,4.353
18413,33,2.342
18415,61,6.484
18416,27,3.873
18417,203,10.037
18419,23,2.212
18420,52,3.372
18421,1,6.374
18422,127,23.736
18423,1,8.035
18424,50,17.872
18427,33,18.442
18428,111,4.333
18430,13,28.809
18432,7,11.618
18436,26,9.937
18439,34,3.943
18440,1,26.618
18443,1,2.492
18444,10,6.815
18446,1,13.459
18447,12,23.686
18450,21,72.508
18451,1,3.923
18453,10,4.563
18456,112,110.234
18459,136,10.767
18460,75,93.243
18464,46,25.017
18465,37,2.852
18467,249,31.551
18468,129,5.864
18470,222,78.202
18471,37,3.582
18472,53,6.905
18474,26,5.063
18478,3,13.58
18481,15,2.041
18485,20,11.558
18487,290,4.633
18488,155,23.407
18491,14,4.683
18492,24,5.084
18493,26,2.182
18494,49,7.615
18495,28,3.522
18498,53,23.036
18500,11,2.392
18501,15,3.292
18503,1,18.112
18505,8,2.882
18507,2,2.232
18508,5,2.182
18509,10,15.411
18510,1,4.683
18512,44,25.177
18513,68,31.442
18517,47,17.712
18518,113,38.807
18519,64,58.911
18520,34,2.532
18521,42,2.512
18522,40,3.152
18523,92,10.087
18524,138,3.252
18525,105,10.427
18526,45,2.662
18527,186,33.103
18528,75,2.822
18529,65,5.154
18530,81,2.282
18531,73,6.475
18532,121,36.285
18533,29,40.729
18534,108,43.29
18535,29,9.587
18536,41,6.605
18537,37,7.295
18538,62,2.212
18539,36,6.094
18540,31,2.021
18541,169,3.963
18543,54,21.405
18544,18,37.356
18548,48,28.57
18551,12,2.562
18554,85,38.097
18555,22,2.442
18558,32,2.752
18559,40,4.713
18560,49,2.152
18561,5,35.675
18563,80,26.849
18565,40,9.057
18566,37,3.122
18567,136,54.88
18568,1,6.164
18569,31,6.224
18570,4,5.324
18571,23,29.291
18572,36,58.902
18574,1,4.733
18578,33,40.589
18579,109,31.193
18581,12,40.84
18584,23,5.254
18585,61,18.894
18589,17,16.992
18590,55,12.759
18591,373,198.175
18592,137,13.02
18593,35,4.253
18594,60,15.041
18595,32,14.33
18596,116,77.236
18598,6,2.812
18599,1,3.342
18600,3,4.533
18601,14,4.643
18603,1,3.152
18604,6,2.512
18605,1,2.672
18606,1,4.193
18607,14,44.223
18608,18,12.639
18610,17,6.595
18611,1,3.202
18616,2,5.914
18617,3,2.762
18618,52,15.832
18619,19,2.432
18620,3,10.868
18621,57,6.154
18625,142,41.961
18627,5,34.685
18630,37,18.193
18631,1,10.748
18632,11,21.586
18633,1,5.594
18634,41,7.626
18636,28,43.302
18638,1,2.652
18639,20,25.109
18640,6,19.875
18641,2,2.062
18642,142,40.41
18643,3,2.042
18646,3,3.292
18647,9,5.834
18649,35,44.262
18651,29,7.616
18655,97,24.948
18656,34,2.322
18657,149,10.578
18660,8,4.453
18662,5,10.588
18663,444,628.03
18664,221,3.793
18667,94,4.934
18668,44,4.773
18669,79,9.797
18671,22,8.536
18672,44,8.906
18674,37,2.892
18676,80,26.427
18677,72,12.748
18678,131,16.081
18679,60,2.432
18682,111,13.769
18683,14,2.061
18684,33,3.712
18685,99,27.048
18687,105,2.812
18688,51,6.604
18689,2,3.222
18690,45,2.532
18691,52,2.722
18693,69,4.683
18694,38,2.992
18695,65,4.283
18696,50,2.161
18697,19,5.013
18699,23,2.572
18700,24,2.342
18701,64,4.963
18702,23,2.782
18703,31,3.572
18704,22,5.974
18708,82,26.348
18710,48,2.181
18711,127,9.577
18712,84,20.794
18713,18,11.878
18715,46,2.852
18716,37,11.208
18718,4,4.883
18720,56,29.92
18721,33,8.346
18723,38,4.013
18725,37,6.755
18726,49,25.107
18727,105,30.36
18728,141,5.023
18729,95,14.269
18730,12,2.111
18731,88,6.194
18732,35,7.015
18734,1,8.436
18737,84,2.221
18738,63,3.322
18740,35,6.054
18741,50,6.174
18742,94,5.143
18743,24,4.443
18744,17,6.484
18745,179,30.75
18747,86,7.015
18748,102,17.402
18749,78,12.909
18751,26,14.009
18752,44,12.668
18755,53,5.033
18759,83,7.975
18761,11,22.115
18762,48,5.113
18763,32,2.952
18764,49,51.134
18765,23,10.117
18766,27,2.051
18767,58,38.395
18768,18,3.462
18769,24,2.362
18770,65,7.386
18772,4,7.696
18774,87,64.138
18775,4,3.853
18776,70,17.183
18777,28,5.114
18778,21,11.398
18779,4,3.463
18780,6,3.373
18782,29,38.029
18783,8,2.072
18784,1,3.693
18785,57,5.784
18786,49,4.543
18787,1,2.342
18788,5,2.082
18789,5,6.215
18790,5,6.385
18792,6,7.636
18793,3,2.472
18794,1,3.052
18795,2,3.333
18796,5,4.093
18798,17,4.423
18799,1,5.684
18800,20,10.007
18801,28,77.087
18802,48,12.439
18806,2,14.461
18807,49,51.968
18808,13,3.513
18809,131,32.574
18814,67,24.438
18815,2,2.742
18817,33,3.693
18820,15,10.148
18821,4,9.127
18823,47,14.501
18824,20,4.764
18825,2,2.372
18826,1,12.329
18827,1,4.513
18828,7,4.553
18829,37,2.012
18830,3,25.459
18831,9,6.215
18833,2,23.408
18835,44,9.958
18837,18,2.062
18838,40,8.146
18839,68,4.664
18841,10,3.323
18843,68,36.457
18844,25,4.814
18846,113,17.223
18848,58,35.236
18849,25,4.183
18850,20,3.443
18851,39,13.86
18853,1,3.503
18855,203,41.311
18856,20,2.602
18857,11,2.252
18859,1,3.363
18860,59,17.013
18861,21,3.793
18863,192,169.799
18864,52,4.694
18867,36,25.569
18868,55,2.572
18874,85,19.925
18875,90,67.901
18882,5,2.952
18884,36,3.282
18886,12,5.584
18887,62,2.001
18888,58,2.272
18889,60,25.029
18890,14,6.875
18891,75,29.372
18894,76,66.85
18896,12,17.493
18897,2,3.773
18898,52,18.264
18899,408,410.091
18900,1,3.893
18901,113,3.603
18902,204,51.509
18903,38,2.262
18905,78,8.196
18906,1,10.788
18911,95,42.822
18912,83,33.795
18913,112,10.048
18914,80,15.662
18915,44,9.467
18917,37,2.422
18918,109,2.662
18920,34,5.995
18921,119,4.954
18922,206,30.003
18923,62,84.374
18926,13,3.643
18929,59,2.502
18930,123,6.205
18931,43,8.016
18932,32,11.359
18933,24,6.855
18935,34,12.589
18936,5,10.318
18937,16,9.947
18938,166,3.873
18939,93,2.782
18940,1,7.145
18943,49,3.262
18945,4,3.863
18946,41,6.815
18947,111,3.022
18948,135,74.105
18949,20,16.482
18951,4,9.007
18952,12,2.622
18953,178,4.503
18954,12,9.897
18955,3,4.413
18959,182,6.905
18960,71,8.466
18961,35,3.112
18965,49,5.524
18966,6,6.645
18970,14,39.318
18971,2,3.002
18973,25,2.252
18974,172,163.048
18975,1,4.343
18978,62,2.322
18979,315,61.345
18981,32,2.262
18982,11,2.212
18984,24,8.446
18985,84,10.518
18986,51,4.663
18987,280,38.138
18988,454,581.878
18989,14,3.232
18990,408,261.09
18991,14,8.076
18992,28,2.582
18993,58,8.426
18995,206,144.517
18999,423,366.019
19001,24,5.484
19005,1,2.052
19009,2,45.834
19012,84,31.743
19017,34,4.683
19019,1,2.612
19020,60,2.172
19021,24,2.132
19025,17,6.865
19028,1,6.084
19029,137,165.34
19030,160,56.801
19032,5,8.966
19033,18,18.824
19034,25,2.322
19035,153,84.801
19036,43,62.095
19037,7,13.54
19038,44,3.963
19039,241,36.487
19040,121,10.158
19041,116,48.306
19042,58,15.011
19044,129,30.833
19046,34,5.464
19047,13,2.632
19048,51,3.633
19050,39,6.015
19051,1,2.142
19052,28,3.793
19053,133,3.122
19054,18,9.127
19055,36,5.284
19058,88,32.224
19060,90,4.704
19061,40,2.152
19063,54,12.249
19064,5,5.224
19067,8,6.995
19068,12,12.749
19069,27,8.106
19070,224,57.863
19071,54,8.196
19073,132,14.081
19074,79,3.643
19075,134,82.872
19076,21,3.312
19077,1,8.837
19078,1,3.593
19079,97,16.112
19080,55,14.101
19081,29,10.178
19083,5,12.92
19084,22,2.372
19087,109,22.267
19089,5,36.568
19090,16,9.587
19091,1,4.934
19094,138,7.936
19096,125,5.644
19097,51,2.122
19099,108,14.431
19100,478,247.638
19104,361,261.385
19105,93,10.398
19106,22,6.555
19107,43,3.683
19108,78,7.125
19110,76,5.434
19111,159,11.569
19112,58,7.966
19113,102,13.66
19116,102,16.452
19117,169,22.787
19118,74,19.675
19120,25,28.001
19121,10,29.172
19125,110,6.395
19126,184,68.581
19127,107,61.806
19129,85,49.997
19130,162,18.064
19133,86,19.064
19134,32,12.199
19135,113,6.214
19136,19,2.552
19137,70,3.873
19138,52,2.222
19140,100,16.862
19141,189,19.794
19142,83,2.292
19143,37,2.001
19144,50,2.462
19145,15,2.622
19147,62,14.69
19148,83,2.942
19149,110,8.276
19150,154,24.317
19151,2,2.372
19152,5,2.962
19153,33,2.592
19154,68,29.251
19155,71,2.212
19158,55,8.366
19160,36,2.482
19161,32,2.382
19162,100,15.101
19163,41,4.113
19164,22,2.222
19165,61,5.664
19168,29,7.716
19169,66,5.484
19170,79,5.844
19171,102,67.138
19173,85,25.848
19174,51,4.503
19176,58,2.432
19177,86,2.882
19178,124,7.305
19179,49,18.133
19182,33,2.021
19184,36,5.734
19185,21,3.582
19187,38,8.366
19189,14,3.673
19190,54,4.403
19192,12,3.172
19193,30,2.672
19194,109,2.532
19196,301,12.579
19197,231,5.334
19198,137,72.752
19199,163,59.052
19200,79,2.452
19201,81,4.253
19202,60,2.672
19203,31,2.642
19205,44,4.763
19208,35,3.663
19209,1,4.253
19210,254,27.32
19211,87,2.182
19212,2,11.158
19213,403,106.055
19215,243,35.365
19217,93,11.028
19219,54,2.552
19220,173,69.998
19221,43,4.033
19222,152,82.956
19224,21,5.033
19225,46,131.359
19226,269,358.764
19227,52,38.426
19233,13,8.135
19234,153,14.11
19235,91,2.211
19237,47,4.043
19238,31,17.802
19239,47,12.969
19240,18,7.195
19241,36,4.343
19242,65,16.161
19243,12,5.243
19244,23,88.489
19245,3,20.053
19247,10,8.966
19251,26,12.508
19252,18,18.362
19253,68,20.214
19254,54,49.683
19255,36,2.982
19256,14,10.687
19257,121,42.468
19261,38,4.083
19262,63,9.086
19263,73,18.433
19265,48,6.324
19266,48,2.292
19268,19,2.131
19269,79,15.32
19270,49,2.662
19271,79,3.963
19272,3,2.732
19274,68,9.456
19276,48,7.935
19278,86,8.446
19279,74,6.534
19280,60,3.092
19281,52,5.173
19283,2,2.672
19286,72,9.937
19287,73,2.031
19289,83,4.073
19290,18,2.141
19291,120,2.181
19292,8,2.682
19293,95,10.147
19295,137,33.863
19296,103,7.345
19297,93,15.55
19298,93,10.257
19299,31,5.214
19302,78,16.411
19303,38,11.818
19304,111,5.444
19305,87,3.282
19308,36,5.964
19309,17,6.564
19310,52,5.824
19312,6,2.692
19313,41,6.174
19314,5,3.712
19316,25,2.261
19317,31,2.612
19320,69,5.784
19321,52,3.993
19322,41,5.624
19323,8,2.111
19324,51,9.196
19326,106,20.014
19327,25,2.602
19328,148,20.354
19329,31,3.683
19330,31,9.707
19332,108,6.334
19333,91,8.476
19334,40,5.174
19335,158,9.176
19336,49,5.163
19337,52,8.826
19339,63,2.812
19340,25,19.723
19341,38,2.712
19342,26,16.821
19347,30,24.716
19348,21,3.923
19349,23,41.647
19351,1,2.632
19352,9,3.563
19355,42,3.012
19357,39,9.667
19358,72,22.016
19360,60,9.677
19367,101,4.293
19369,1,2.862
19370,109,6.465
19371,86,2.262
19372,111,16.272
19374,52,3.913
19375,202,16.662
19376,36,2.272
19377,92,2.061
19378,1,2.232
19379,34,2.041
19381,12,13.29
19384,153,7.896
19385,5,6.595
19386,13,3.863
19387,140,49.096
19388,106,6.685
19389,103,20.785
19390,31,16.842
19391,117,29.632
19392,8,3.643
19393,93,58.873
19394,1,55.42
19395,209,59.713
19398,89,24.938
19399,70,28.751
19400,59,14.641
19403,24,8.546
19406,1,2.162
19407,47,12.749
19408,43,3.042
19409,104,61.204
19410,1,6.305
19411,146,22.446
19414,41,21.836
19415,90,67.559
19416,3,4.413
19417,56,3.693
19418,103,8.466
19420,47,3.943
19422,2,5.744
19425,15,2.472
19426,29,4.543
19428,158,4.493
19429,1,4.473
19430,88,2.712
19432,159,4.333
19433,32,4.653
19434,116,8.316
19435,39,3.943
19436,164,67.297
19438,6,5.584
19440,142,115.72
19441,31,14.13
19442,278,175.361
19443,93,30.591
19444,29,2.532
19445,65,5.704
19446,36,5.754
19447,335,218.465
19449,83,11.368
19451,75,2.192
19452,190,19.374
19453,25,6.264
19455,20,5.144
19456,84,2.692
19457,197,31.933
19458,59,2.152
19459,33,4.563
19460,147,75.693
19461,82,5.054
19464,46,4.163
19465,22,16.181
19466,93,14.93
19468,57,2.622
19469,155,2.011
19470,117,2.992
19471,27,2.742
19476,86,4.533
19477,25,4.323
19478,58,5.414
19481,58,16.832
19482,22,9.557
19483,43,12.789
19486,88,33.524
19488,95,6.024
19489,81,8.096
19490,14,2.242
19491,90,11.328
19492,93,7.855
19493,115,4.243
19495,190,22.665
19496,63,5.754
19498,154,59.971
19499,8,3.402
19500,107,10.057
19501,15,27.259
19507,47,27.959
19508,32,11.067
19509,47,43.419
19510,2,4.663
19511,5,7.705
19512,42,6.364
19517,63,45.38
19519,16,33.422
19520,31,18.392
19521,102,70.497
19522,1,16.441
19523,3,2.652
19524,41,2.342
19526,31,11.127
19528,45,2.832
19530,16,12.168
19532,11,5.083
19533,13,19.834
19534,53,9.106
19535,29,9.356
19540,22,2.212
19541,19,18.122
19542,21,17.712
19543,36,18.663
19545,2,7.605
19546,43,12.488
19549,8,3.332
19550,120,24.786
19552,10,4.583
19553,1,2.552
19560,247,52.465
19561,83,24.067
19565,104,16.992
19566,56,16.111
19567,57,10.127
19570,25,4.773
19571,19,4.283
19574,34,11.698
19577,189,34.464
19578,1,8.816
19580,16,8.756
19581,29,3.402
19583,3,14.851
19584,21,3.953
19586,122,70.66
19588,3,4.173
19589,3,2.482
19590,34,7.575
19591,67,3.533
19592,24,2.542
19595,238,41.369
19596,21,34.544
19597,136,37.186
19598,23,5.934
19599,64,9.096
19600,2,3.482
19601,147,58.451
19602,30,3.132
19604,20,5.284
19605,19,6.535
19606,21,2.462
19607,52,15.611
19608,18,3.833
19609,2,3.032
19610,88,22.426
19611,93,36.966
19615,44,7.535
19617,123,5.184
19618,1,2.682
19619,5,34.564
19621,13,3.382
19622,1,4.603
19626,242,289.506
19627,166,177.537
19636,107,24.878
19638,76,7.065
19641,183,37.166
19642,86,3.582
19643,1,2.942
19645,6,14.21
19650,4,4.563
19651,119,126.427
19652,1,2.141
19653,50,21.255
19655,65,86.6
19657,19,3.502
19658,22,44.861
19659,16,8.796
19660,1,2.802
19662,50,4.523
19663,84,5.184
19665,166,43.15
19666,70,32.623
19667,3,6.875
19668,159,24.427
19671,36,5.104
19674,21,5.904
19680,16,19.414
19681,90,4.413
19683,83,3.472
19690,37,25.538
19692,183,162.526
19695,78,18.793
19696,50,18.023
19697,26,2.862
19698,9,10.878
19699,1,3.112
19703,101,45.442
19704,28,18.643
19705,94,2.592
19706,1,2.342
19707,139,7.885
19708,2,3.292
19709,69,8.066
19710,1,2.392
19712,116,4.563
19713,15,6.695
19714,1,3.342
19715,29,8.356
19716,8,3.853
19717,50,3.623
19718,23,10.517
19721,46,2.312
19722,46,2.742
19723,33,2.512
19724,80,27.8
19725,5,4.643
19726,16,10.998
19728,48,15.591
19729,7,6.014
19731,66,4.213
19733,58,4.113
19734,61,63.615
19737,84,55.8
19738,150,23.317
19740,5,2.392
19741,7,3.042
19742,6,14.28
19743,115,26.229
19744,21,2.502
19745,108,15.251
19746,27,27.98
19747,158,47.194
19749,50,3.332
19750,55,6.735
19752,69,10.477
19753,129,6.635
19755,125,6.015
19758,94,2.882
19759,95,15.863
19760,172,6.976
19761,181,22.888
19765,4,2.042
19769,57,72.788
19770,59,8.717
19771,5,8.377
19774,34,11.109
19778,64,6.775
19780,14,17.044
19781,10,3.233
19782,48,2.532
19785,37,11.009
19786,21,11.329
19790,40,53.102
19794,81,8.307
19796,18,5.765
19797,1,6.615
19798,40,12.91
19800,40,2.102
19803,111,12.43
19804,26,4.133
19806,37,3.433
19807,132,16.793
19808,68,4.383
19810,1,13.08
19811,1,2.722
19814,213,16.033
19815,20,2.312
19816,346,20.116
19821,125,19.505
19822,114,35.388
19823,28,4.283
19824,81,76.941
19825,75,21.557
19828,38,3.223
19831,89,9.277
19832,59,65.562
19837,36,2.592
19838,3,3.433
19844,15,5.885
19846,3,2.602
19848,20,2.582
19849,3,11.969
19850,2,5.004
19851,61,17.394
19852,22,9.347
19853,32,3.573
19854,25,75.669
19855,92,48.548
19856,23,16.513
19857,152,4.484
19859,45,5.664
19860,1,4.754
19862,146,10.438
19863,42,11.389
19865,2,2.212
19866,155,22.047
19867,191,40.752
19868,302,72.997
19869,127,20.456
19870,124,29.213
19871,1,3.253
19873,7,12.83
19875,61,2.232
19876,114,20.046
19877,13,4.474
19879,45,2.042
19881,11,8.317
19884,21,2.212
19886,1,4.614
19888,58,2.412
19893,33,2.502
19894,101,6.445
19895,90,19.796
19900,59,4.994
19904,53,21.397
19907,191,49.449
19910,26,7.616
19911,253,73.708
19913,1,23.559
19914,14,3.933
19915,18,3.853
19916,94,11.129
19917,80,7.636
19918,200,16.093
19919,68,3.273
19920,153,20.666
19922,127,7.526
19923,286,59.167
19924,3,8.847
19926,188,31.635
19927,2,3.833
19929,14,5.264
19930,24,13.831
19931,3,3.062
19933,18,30.524
19937,154,41.563
19938,5,3.413
19939,5,6.175
19940,90,7.516
19941,178,31.705
19944,2,2.172
19945,11,5.384
19946,4,5.274
19947,10,7.026
19948,20,5.955
19949,114,46.267
19951,1,13.841
19952,26,3.653
19954,5,12.34
19955,157,48.338
19956,1,2.022
19960,86,25.58
19961,108,6.935
19963,19,2.522
19966,71,4.333
19967,15,2.862
19969,91,4.594
19970,69,4.464
19972,11,6.015
19973,3,3.142
19977,1,4.003
19981,1,2.912
19982,2,4.233
19985,2,13.541
19993,3,8.156
19996,45,12.63
19997,3,3.343
20000,20,5.184
20001,109,14.902
20003,95,24.69
20004,32,2.492
20006,11,8.697
20010,45,23.398
20012,37,5.284
20016,109,6.485
20017,38,11.779
20021,13,8.707
20024,72,5.925
20025,3,3.253
20027,29,4.323
20028,54,17.924
20029,49,2.962
20030,99,17.594
20031,1,2.822
20032,23,3.943
20033,30,2.602
20034,173,17.644
20035,86,2.222
20036,57,2.822
20039,72,2.112
20040,85,3.573
20044,21,6.045
20045,255,27.471
20046,232,121.324
20047,44,8.777
20050,3,5.194
20051,61,4.063
20052,9,15.932
20056,1,2.182
20058,92,13.621
20059,1,3.493
20060,150,25.18
20061,7,2.152
20064,79,8.246
20065,71,2.262
20066,23,2.062
20068,101,7.436
20069,11,8.827
20070,153,15.352
20072,2,2.322
20074,74,25.46
20075,50,3.683
20079,18,30.814
20080,78,103.251
20081,5,3.513
20082,74,45.255
20084,37,3.703
20086,69,35.017
20087,7,9.587
20089,354,72.656
20090,32,2.112
20091,301,41.392
20092,68,2.992
20094,166,97.956
20095,1,11.709
20096,36,2.522
20097,57,3.062
20098,80,14.741
20099,146,31.785
20100,60,18.284
20101,221,21.146
20102,153,11.739
20103,14,2.442
20104,55,2.142
20105,10,27.511
20107,18,14.601
20108,65,7.096
20110,129,48.187
20111,19,7.586
20112,11,18.394
20113,57,8.597
20114,1,18.985
20115,274,52.361
20116,134,99.888
20117,262,101.289
20118,2,15.922
20119,57,14.952
20121,4,8.096
20122,2,2.682
20123,27,34.787
20124,3,2.382
20125,94,89.56
20127,51,2.232
