ID,N,Ha
8479,141,2.302
8480,183,2.392
8481,45,4.553
8482,188,11.137
8483,36,13.929
8484,26,8.546
8485,36,21.835
8486,55,10.467
8488,35,2.302
8491,28,4.603
8492,11,16.201
8495,83,5.664
8496,106,5.143
8497,258,10.907
8498,42,3.412
8499,3,4.313
8500,84,22.195
8501,1,4.953
8504,199,7.165
8506,8,6.955
8507,9,32.542
8509,18,25.647
8510,13,45.621
8513,44,3.492
8516,104,3.372
8517,8,9.436
8518,41,24.967
8519,1,2.262
8520,414,155.885
8521,9,2.241
8522,12,6.714
8523,57,6.154
8525,140,42.268
8528,188,18.943
8529,177,29.039
8530,138,2.682
8532,199,4.363
8533,112,2.372
8535,19,3.622
8536,141,2.562
8537,20,2.742
8544,2,4.583
8545,41,25.668
8548,1,3.843
8551,83,75.604
8560,1,3.843
8561,69,71.851
8563,8,40.268
8564,67,4.243
8566,260,201.164
8567,9,7.915
8568,113,4.333
8569,125,3.452
8570,53,7.605
8572,4,2.482
8573,2,3.733
8574,108,29.751
8575,8,4.603
8577,59,28.73
8578,40,3.833
8579,17,6.324
8580,17,3.542
8581,103,2.171
8582,115,8.826
8583,39,3.262
8584,121,15.211
8585,62,7.845
8586,69,5.994
8588,5,2.352
8589,4,3.452
8590,1,2.081
8591,40,8.536
8592,131,3.623
8593,11,5.954
8596,49,4.143
8597,121,9.527
8598,199,31.822
8599,20,3.502
8600,1,3.002
8604,151,6.455
8605,1,8.486
8607,59,6.505
8608,37,11.358
8609,1,2.602
8610,59,3.793
8612,34,2.212
8613,257,129.302
8614,68,4.763
8615,71,8.816
8616,72,12.809
8618,22,2.232
8619,21,6.414
8620,130,9.977
8621,35,2.632
8622,67,5.544
8627,9,2.922
8629,41,2.722
8630,66,2.802
8634,12,3.252
8638,93,36.555
8642,10,6.164
8644,48,5.404
8645,110,18.173
8648,2,2.392
8652,74,40.558
8654,2,5.534
8657,167,46.442
8659,190,5.284
8661,308,5.734
8665,49,5.164
8666,93,2.101
8667,122,9.947
8668,4,8.746
8669,133,2.011
8670,74,2.201
8674,186,55.317
8677,50,4.003
8678,10,5.173
8679,116,4.583
8680,142,9.326
8681,78,7.045
8683,72,5.444
8685,150,200.924
8686,37,4.623
8688,32,2.412
8689,58,17.752
8690,13,2.912
8691,23,5.594
8692,24,3.723
8693,60,3.062
8697,128,5.434
8698,43,5.554
8699,53,2.562
8700,24,3.552
8703,55,10.027
8704,41,21.535
8707,157,43.109
8708,7,2.642
8709,121,5.474
8711,103,11.908
8714,18,10.917
8715,189,21.825
8718,73,2.572
8719,109,4.393
8720,148,7.995
8721,1,3.793
8723,114,60.02
8724,6,3.432
8726,73,7.205
8732,10,2.111
8734,39,2.412
8735,32,3.813
8737,6,5.694
8738,120,61.985
8739,97,18.333
8741,165,5.064
8742,23,2.912
8745,4,11.718
8746,177,69.12
8747,1,2.001
8748,156,6.715
8749,143,12.729
8750,1,6.905
8751,26,2.332
8752,16,94.76
8754,71,29.982
8755,33,9.477
8756,95,7.105
8757,66,7.496
8758,45,2.582
8759,23,3.853
8760,80,3.453
8761,150,6.745
8762,278,47.855
8763,63,2.822
8765,209,72.293
8768,114,11.078
8769,129,19.874
8770,100,31.573
8771,3,8.546
8772,1,3.092
8773,153,204.879
8776,6,14.17
8779,104,5.944
8781,73,5.294
8782,1,3.392
8784,131,93.107
8785,88,2.822
8786,206,16.632
8787,10,6.885
8788,27,9.327
8790,70,3.352
8791,49,5.724
8793,19,6.014
8794,142,37.397
8795,63,11.258
8796,1,6.094
8799,34,3.903
8800,63,63.177
8801,24,2.582
8804,103,4.723
8805,48,5.274
8806,3,5.424
8808,2,6.805
8809,13,2.082
8810,55,7.065
8811,34,10.448
8813,28,3.112
8814,72,3.052
8819,87,2.842
8820,33,3.142
8821,2,12.92
8822,2,8.006
8824,351,72.745
8825,54,3.152
8826,219,62.277
8827,1,3.763
8828,34,2.742
8831,68,6.735
8832,43,2.522
8836,126,11.929
8837,67,6.955
8839,26,6.265
8840,1,2.592
8842,48,3.583
8843,96,5.394
8844,155,4.894
8845,1,2.822
8847,48,7.496
8848,179,65.95
8850,96,5.574
8851,28,8.276
8854,36,30.693
8859,1,18.704
8862,49,5.604
8868,30,2.272
8869,69,2.792
8870,51,9.207
8872,81,3.923
8877,90,2.532
8878,171,21.166
8880,21,4.734
8882,53,2.282
8885,6,2.432
8887,13,17.833
8889,1,3.993
8890,1,15.962
8897,107,14.441
8903,36,5.474
8904,51,6.675
8905,26,17.133
8911,77,9.417
8913,16,2.732
8914,92,9.597
8916,8,3.062
8919,1,3.713
8920,22,5.644
8921,53,6.775
8922,98,26.73
8923,150,57.533
8925,51,3.993
8926,26,9.247
8928,9,7.606
8930,186,14.13
8931,8,3.853
8933,92,2.552
8934,5,23.427
8935,1,3.322
8936,98,7.475
8937,67,18.143
8938,263,81.63
8939,28,3.042
8940,139,9.917
8944,105,48.605
8945,26,2.972
8946,51,4.633
8949,8,14.881
8950,73,58.662
8953,58,3.543
8955,30,38.588
8956,29,6.995
8958,66,27.82
8959,78,5.254
8963,9,84.832
8964,19,11.268
8966,86,37.607
8967,21,7.525
8968,107,7.575
8969,13,15.641
8975,26,2.952
8976,22,5.904
8980,76,5.234
8983,140,14.571
8985,149,36.397
8986,67,5.364
8987,1,5.034
8989,37,6.845
8991,137,7.776
8992,151,12.329
8993,90,10.067
8994,110,3.893
8995,46,6.575
8996,50,3.002
8999,1,3.643
9000,32,15.091
9002,120,9.877
9003,98,8.657
9006,20,13.75
9008,40,6.375
9009,108,12.74
9010,199,64.509
9016,30,3.162
9029,28,4.093
9032,34,2.252
9035,84,68.152
9036,107,11.879
9038,3,2.232
9039,29,2.322
9040,4,9.407
9041,5,2.632
9043,17,8.496
9044,18,4.433
9046,18,2.722
9047,47,3.703
9048,25,18.464
9050,14,2.592
9055,110,4.233
9056,49,7.275
9057,64,55.922
9059,54,11.519
9061,63,9.427
9062,2,8.226
9065,118,43.212
9066,1,3.643
9068,41,20.666
9070,147,29.992
9071,1,4.313
9073,53,8.696
9074,142,9.117
9075,76,3.192
9080,8,16.622
9083,34,55.011
9085,3,13.57
9086,24,3.513
9087,106,19.504
9088,15,10.628
9090,91,18.994
9091,114,15.461
9093,54,26.669
9094,63,8.536
9095,59,3.182
9096,39,2.092
9097,154,11.438
9100,16,6.545
9101,81,16.612
9103,28,9.847
9104,1,12.509
9105,55,3.623
9106,45,10.368
9108,27,5.984
9109,48,2.142
9114,20,2.662
9116,139,55.071
9117,55,4.573
9119,10,3.282
9121,73,3.102
9122,60,12.479
9124,58,2.312
9125,50,3.302
9126,17,6.114
9127,24,26.619
9128,84,5.834
9129,66,2.652
9130,91,34.505
9131,20,4.683
9132,1,5.614
9133,45,2.972
9134,44,3.613
9135,52,15.991
9136,31,40.509
9142,39,10.858
9143,69,4.063
9144,68,7.506
9146,19,3.743
9147,110,70.012
9148,62,10.398
9149,23,7.045
9150,136,48.716
9152,366,187.668
9153,38,4.123
9154,48,5.154
9157,1,8.766
9158,132,43.372
9159,48,7.475
9160,17,2.962
9161,42,4.663
9162,39,7.225
9163,4,6.225
9164,84,9.227
9165,116,9.257
9166,20,3.202
9168,115,15.641
9169,78,10.317
9171,35,2.942
9172,110,14.891
9173,69,42.68
9177,1,24.167
9178,5,33.163
9179,100,16.271
9180,18,2.101
9181,125,13.67
9182,26,3.683
9183,240,31.022
9184,103,3.462
9185,99,41.449
9187,70,8.376
9188,6,2.051
9189,132,51.626
9194,1,3.382
9196,83,12.589
9197,131,76.434
9198,69,5.204
9201,70,3.723
9202,57,16.111
9204,1,2.442
9205,120,25.408
9206,13,3.032
9207,3,11.979
9208,79,5.264
9209,194,29.301
9213,50,2.932
9216,34,3.953
9217,24,29.791
9220,22,5.854
9221,12,10.697
9222,1,4.863
9227,125,18.403
9228,41,20.964
9229,16,3.272
9230,62,4.123
9231,5,4.263
9232,1,2.131
9233,12,4.123
9234,38,17.752
9235,78,4.913
9236,5,2.802
9237,2,20.264
9238,79,27.399
9239,67,5.454
9240,28,5.064
9241,63,3.913
9242,51,2.292
9243,40,5.434
9244,12,6.214
9245,1,2.091
9252,16,8.966
9253,6,3.553
9254,13,2.242
9256,31,20.254
9262,70,8.056
9270,13,8.096
9271,15,2.232
9272,11,3.242
9274,37,10.797
9277,14,3.552
9278,6,14.85
9281,34,23.856
9282,1,21.805
9286,125,19.663
9287,50,5.964
9288,17,2.632
9289,58,6.034
9290,1,4.043
9292,121,12.338
9293,8,9.196
9296,144,2.061
9297,6,3.682
9298,133,4.373
9299,18,4.533
9300,1,17.041
9305,2,32.282
9308,6,38.866
9309,43,54.296
9310,148,88.529
9311,12,19.293
9312,34,63.742
9313,2,6.194
9314,22,2.181
9315,65,5.254
9316,13,2.011
9319,74,12.779
9320,1,13.989
9321,66,20.044
9323,49,2.061
9324,21,18.382
9327,154,3.352
9329,1,5.594
9330,55,23.626
9340,54,9.987
9342,1,4.013
9344,16,2.352
9346,1,28.729
9348,39,2.191
9351,126,62.122
9352,17,7.355
9353,45,6.504
9354,3,7.175
9355,72,5.374
9357,39,4.603
9358,1,4.763
9359,76,3.923
9360,38,3.592
9364,109,21.925
9366,22,4.273
9367,2,3.152
9368,4,13.86
9369,1,2.632
9370,4,3.382
9371,18,4.833
9372,176,120.344
9373,10,2.392
9374,23,2.752
9375,1,6.975
9378,13,22.326
9382,36,3.152
9383,53,55.959
9384,296,49.705
9387,1,15.651
9393,44,4.243
9394,112,12.449
9395,66,22.006
9396,46,31.663
9397,42,2.292
9401,129,5.654
9402,99,3.533
9404,466,78.936
9405,1,2.692
9406,59,7.425
9407,80,34.194
9408,367,108.037
9409,180,13.92
9410,58,5.594
9416,55,4.653
9419,54,3.452
9422,92,2.522
9424,76,13.97
9427,71,5.624
9428,6,6.995
9429,91,195.237
9431,179,61.563
9434,38,55.92
9439,107,96.648
9440,19,5.404
9444,25,22.516
9445,5,24.538
9446,44,31.853
9447,11,17.873
9454,35,19.334
9455,4,2.132
9456,16,4.763
9458,2,8.336
9459,1,2.091
9460,207,30.363
9462,23,2.552
9464,3,2.062
9468,37,9.057
9469,1,6.485
9470,25,42.312
9477,1,3.583
9479,107,81.26
9480,19,10.408
9481,57,13.97
9482,14,19.334
9484,86,8.206
9485,13,3.973
9489,10,13.51
9493,2,67.841
9496,65,2.412
9497,136,102.376
9498,1,2.922
9500,21,25.709
9501,37,6.505
9505,321,206.416
9508,8,22.117
9509,1,22.247
9512,14,23.368
9514,1,6.765
9515,1,16.132
9517,297,72.334
9519,38,34.886
9520,3,4.503
9521,7,9.517
9522,88,5.274
9523,3,2.902
9525,115,32.244
9527,79,8.116
9528,78,2.162
9529,40,8.206
9531,151,177.432
9533,26,8.887
9536,109,9.958
9539,132,18.424
9541,169,9.147
9542,22,2.392
9544,104,4.964
9545,61,2.172
9547,83,2.692
9552,36,25.229
9553,10,5.584
9555,61,13.93
9557,68,4.724
9558,33,2.242
9559,35,3.793
9560,71,5.054
9561,242,18.244
9562,23,4.834
9566,56,3.783
9567,104,12.259
9569,30,10.878
9573,115,8.416
9576,8,11.279
9577,2,9.077
9578,1,2.662
9579,130,16.422
9580,51,3.943
9584,137,5.724
9585,18,4.283
9589,51,51.639
9591,2,52.159
9597,57,4.894
9598,82,85.854
9599,48,6.275
9601,93,5.624
9602,122,6.625
9603,169,2.102
9605,26,2.182
9607,1,4.563
9609,53,3.833
9612,37,2.112
9613,42,2.031
9614,129,74.054
9615,53,4.193
9616,48,6.845
9617,82,5.174
9618,217,90.526
9621,18,2.282
9622,3,2.472
9623,34,11.018
9627,1,14.411
9630,5,9.157
9632,91,7.876
9633,79,4.864
9634,65,24.338
9635,29,9.857
9637,38,10.177
9638,50,2.212
9639,72,3.022
9640,2,6.565
9648,53,39.789
9651,3,3.412
9653,70,8.676
9654,54,7.595
9656,8,2.582
9658,64,9.487
9660,26,7.626
9661,12,3.052
9662,35,2.592
9663,50,17.993
9664,24,2.702
9665,28,2.902
9667,79,4.473
9668,96,3.372
9672,15,3.202
9673,9,3.412
9678,33,2.612
9679,34,23.917
9680,99,3.493
9682,84,6.465
9683,162,27.06
9684,68,52.058
9686,1,26.329
9687,243,46.715
9690,232,38.729
9691,3,3.102
9692,72,2.082
9693,60,2.152
9697,77,20.486
9704,76,16.622
9706,23,3.393
9710,10,38.088
9712,37,3.823
9713,148,284.365
9716,48,7.225
9717,18,2.962
9719,98,87.096
9721,68,17.703
9722,67,17.023
9724,34,2.202
9725,56,2.752
9726,21,2.492
9729,79,10.268
9730,75,38.449
9733,20,6.805
9734,124,7.826
9735,70,33.855
9736,6,3.963
9738,37,3.102
9739,85,2.032
9740,72,29.032
9741,43,3.353
9752,171,8.766
9753,26,2.372
9756,39,17.332
9766,28,3.753
9774,17,10.847
9777,19,13.299
9779,40,15.651
9781,6,2.932
9782,61,16.961
9784,15,4.013
9786,24,18.683
9787,158,41.429
9788,14,3.672
9789,10,3.342
9791,24,4.123
9792,203,33.183
9797,85,14.26
9798,25,8.025
9799,95,9.977
9800,46,55.68
9801,45,2.912
9803,1,2.051
9805,133,12.219
9808,259,53.869
9809,131,22.236
9811,45,95.239
9812,54,5.984
9813,22,2.592
9814,65,3.743
9816,50,6.775
9817,66,6.455
9818,73,2.052
9820,81,12.189
9821,262,153.593
9822,28,3.362
9823,3,2.762
9826,64,2.832
9827,34,2.011
9829,24,6.405
9830,116,18.323
9831,69,5.254
9832,81,2.832
9833,104,8.456
9834,20,8.146
9836,463,40.729
9837,483,121.047
9838,122,2.422
9839,4,2.252
9842,19,2.182
9843,12,10.197
9844,183,2.672
9846,87,3.302
9847,64,2.962
9850,33,2.452
9851,21,8.186
9853,82,4.693
9854,80,5.934
9855,42,11.789
9858,3,38.026
9859,7,4.493
9860,182,67.887
9862,96,19.764
9863,20,12.749
9864,47,18.092
9865,4,13.99
9866,53,3.933
9867,23,2.672
9870,112,61.493
9871,125,48.924
9872,75,62.344
9873,3,2.262
9879,156,108.506
9880,108,11.238
9881,1,2.051
9882,27,4.573
9883,47,3.753
9884,254,61.274
9886,341,217.22
9888,248,86.49
9889,2,4.083
9890,3,6.675
9892,3,21.845
9893,11,6.325
9895,50,3.482
9896,48,2.802
9897,51,3.923
9898,232,92.205
9899,13,47.123
9900,62,14.17
9902,122,15.211
9903,1,7.175
9907,24,11.578
9909,69,2.982
9910,138,67.557
9911,24,11.868
9913,146,123.746
9915,39,19.464
9916,63,18.703
9918,106,9.847
9920,10,3.983
9921,223,24.908
9922,337,48.535
9924,35,2.332
9925,162,95.937
9931,82,30.841
9934,7,2.492
9935,69,5.044
9939,13,2.282
9940,38,6.064
9941,76,5.754
9944,125,110.908
9946,35,4.934
9947,64,8.336
9948,116,4.773
9953,1,2.322
9957,18,152.406
9960,50,3.262
9962,37,2.272
9969,18,3.022
9972,72,4.053
9973,117,3.222
9975,11,3.603
9978,18,2.792
9979,9,7.406
9983,29,5.644
9984,60,13.811
9985,1,4.433
9986,1,3.953
9987,33,9.587
9990,28,2.532
9991,2,2.202
9997,44,8.416
10000,35,7.866
10002,9,2.292
10004,59,19.285
10006,20,4.033
10008,105,11.699
10011,1,2.872
10012,40,16.933
10013,1,2.062
10020,93,21.536
10021,57,8.186
10024,26,8.717
10025,119,42.442
10026,47,21.996
10028,4,6.695
10029,91,9.597
10033,21,2.232
10034,41,2.122
10037,82,6.355
10039,22,6.435
10042,25,6.655
10046,99,6.065
10053,36,4.694
10054,46,2.732
10058,51,7.966
10060,67,2.312
10061,61,11.408
10062,36,18.013
10063,31,4.223
10065,54,6.245
10070,2,9.427
10071,33,7.145
10074,38,13.94
10075,159,34.415
10076,86,6.565
10080,38,12.179
10082,1,20.405
10083,21,45.623
10084,82,16.732
10085,59,4.263
10086,52,2.582
10087,56,3.092
10089,16,2.372
10090,47,4.363
10091,71,3.372
10092,129,21.436
10093,37,3.443
10094,67,3.082
10098,65,10.808
10100,123,8.136
10101,103,27.87
10102,38,2.632
10103,41,4.073
10104,22,2.232
10106,36,2.512
10109,35,8.866
10110,1,3.272
10112,150,47.954
10113,2,2.612
10115,64,11.068
10117,42,10.688
10118,56,11.328
10119,20,3.172
10120,44,17.753
10123,8,17.423
10126,165,66.119
10127,1,2.372
10128,63,12.769
10129,120,17.823
10130,8,5.834
10131,39,4.223
10132,44,8.326
10133,54,20.675
10136,130,34.756
10137,32,3.112
10138,19,3.072
10139,8,3.753
10141,30,13.92
10144,2,10.478
10145,37,3.813
10146,340,33.885
10147,15,7.386
10150,13,2.412
10151,15,3.693
10152,26,4.473
10153,33,5.544
10156,20,2.802
10159,29,5.574
10160,22,2.922
10163,54,7.746
10165,1,9.337
10166,21,5.304
10167,11,3.633
10171,2,4.864
10172,93,34.196
10173,48,4.543
10174,153,145.439
10175,17,8.897
10177,18,4.273
10178,495,274.614
10179,70,2.072
10181,226,23.287
10182,3,2.862
10183,11,9.557
10185,1,5.244
10186,27,2.092
10187,29,8.046
10188,14,6.135
10190,24,31.674
10191,47,25.449
10193,35,2.032
10197,335,31.784
10202,33,6.865
10204,16,25.519
10208,13,13.91
10212,104,4.933
10213,51,24.267
10215,30,3.583
10216,24,2.131
10217,20,2.732
10218,33,36.816
10220,17,2.662
10221,199,72.782
10222,51,2.372
10223,1,2.662
10224,123,19.304
10225,80,6.395
10226,40,2.182
10227,11,2.812
10230,89,19.103
10231,73,5.984
10232,17,5.214
10237,56,5.934
10238,64,38.147
10239,30,5.904
10240,88,24.457
10243,86,21.555
10248,98,10.327
10252,52,32.293
10253,88,8.286
10255,53,6.965
10260,51,2.212
10262,66,6.635
10264,30,19.314
10265,43,3.082
10267,79,10.247
10268,146,39.458
10269,21,9.517
10277,49,13.619
10278,1,5.664
10281,32,4.303
10283,32,17.792
10289,2,45.792
10290,8,3.042
10291,3,4.153
10292,10,8.856
10293,12,3.883
10295,2,10.317
10301,26,9.076
10302,26,4.503
10303,67,9.657
10305,44,3.572
10307,19,7.716
10308,3,12.079
10309,49,23.947
10310,38,36.786
10311,26,8.956
10312,55,2.312
10313,23,6.995
10314,1,9.657
10323,1,5.164
10327,26,23.436
10334,13,51.205
10338,20,56.399
10340,59,15.621
10341,29,5.934
10343,17,9.066
10344,2,3.572
10349,117,17.061
10350,9,2.612
10352,40,20.674
10353,27,9.927
10354,16,2.141
10355,438,149.79
10356,17,2.942
10357,209,97.145
10359,14,5.984
10360,12,3.763
10361,381,173.474
10363,1,5.944
10364,92,50.555
10365,36,13.379
10367,64,56.048
10370,25,7.635
10371,24,20.844
10372,182,59.611
10375,19,7.365
10381,4,25.217
10382,31,8.956
10383,81,18.332
10384,38,2.282
10385,9,5.173
10386,2,3.462
10388,26,6.204
10389,9,13.079
10390,141,9.536
10391,326,90.149
10394,165,7.755
10395,18,9.756
10397,45,8.476
10398,3,2.702
10399,20,9.056
10400,46,4.183
10401,49,8.376
10402,137,21.824
10403,455,304.853
10404,36,10.397
10405,20,7.195
10412,18,43.391
10415,91,27.96
10416,59,16.462
10419,1,3.612
10420,74,22.405
10423,26,7.405
10424,50,3.312
10431,18,11.658
10435,41,6.595
10436,21,3.092
10442,107,25.238
10443,11,2.952
10445,109,2.282
10446,66,2.582
10447,55,2.071
10448,185,20.705
10449,1,3.512
10455,31,8.816
10459,15,3.923
10462,19,6.184
10463,23,2.121
10464,18,5.344
10467,11,6.635
10469,1,4.583
10470,23,11.368
10471,10,15.06
10472,7,2.382
10474,33,9.548
10475,28,2.562
10478,4,8.217
10479,90,7.496
10482,1,2.322
10483,115,14.311
10486,39,6.665
10487,18,8.357
10489,31,11.069
10492,8,15.072
10508,2,24.379
10509,15,3.683
10511,9,2.492
10512,18,4.383
10515,18,7.096
10517,2,43.855
10519,58,6.085
10522,6,4.434
10525,10,11.9
10530,27,5.965
10532,9,4.404
10533,27,6.315
10536,41,14.502
10538,121,14.892
10540,21,8.327
10541,55,2.972
10542,101,9.958
10544,34,3.273
10547,24,3.883
10549,18,4.724
10550,28,6.495
10553,1,5.064
10561,20,3.183
10564,63,4.073
10569,74,9.718
10571,75,11.549
10573,28,26.181
10574,33,2.162
10575,1,3.773
10578,2,30.174
10581,57,5.534
10584,21,4.343
10585,103,65.162
10586,31,2.342
10587,85,6.575
10591,19,3.012
10592,66,2.682
10597,26,2.062
10600,3,9.418
10610,22,10.218
10612,30,2.432
10613,16,9.878
10614,43,3.032
10615,43,3.473
10616,62,8.106
10617,12,2.192
10618,25,6.155
10619,8,3.893
10621,28,19.516
10622,11,3.223
10623,8,3.243
10624,152,9.938
10627,30,11.819
10639,53,21.487
10640,11,2.662
10643,3,26.321
10648,13,13.03
10649,26,16.033
10650,22,3.453
10651,83,19.335
10652,13,2.612
10664,47,3.193
10670,2,42.033
10671,36,3.673
10673,1,13.911
10674,38,2.282
10675,46,13.211
10676,48,5.374
10677,24,15.903
10680,36,5.675
10681,5,5.945
10692,2,7.536
10693,77,6.445
10696,12,2.732
10697,17,3.453
10701,95,5.024
10703,91,3.883
10704,12,2.022
10707,56,9.588
10708,36,8.887
10714,21,5.805
10718,2,27.292
10720,31,3.473
10721,27,3.253
10722,42,3.983
10723,1,4.904
10729,22,32.456
10730,1,15.282
10734,5,11.169
10735,1,9.117
10737,20,5.314
10738,1,20.907
10739,3,16.043
10743,2,5.995
10749,1,14.492
10751,153,11.149
10752,39,7.206
10754,16,2.392
10755,230,23.809
10757,183,3.943
10758,27,4.984
10759,22,3.062
10760,30,4.894
10762,3,2.122
10768,1,38.08
10769,31,10.178
10771,1,25.961
10773,20,17.184
10782,10,5.384
10783,12,10.228
10790,11,2.202
10792,2,3.343
10793,1,3.032
10795,26,5.725
10796,18,7.046
10798,88,7.736
10799,53,5.214
10802,42,2.702
10806,9,3.433
10807,36,4.614
10811,2,6.105
10812,71,31.335
10814,4,4.514
10815,18,2.342
10816,15,4.414
10817,40,8.717
10818,59,26.831
10819,17,2.732
10820,18,2.022
10821,1,9.488
10823,14,2.372
10825,45,12.14
10826,41,14.061
10828,78,29.684
10829,4,10.819
10832,27,4.113
10833,36,10.108
10834,21,4.924
10836,64,24.96
10837,53,3.203
10838,36,4.223
10840,74,4.193
10842,121,3.102
10843,43,3.022
10844,119,8.607
10845,13,3.163
10846,1,2.352
10847,10,7.236
10850,70,22.658
10851,111,7.226
10855,40,2.802
10856,18,2.282
10858,6,9.938
10859,110,5.104
10863,17,2.942
10864,144,103.983
10865,39,2.302
10866,18,2.592
10867,44,23.719
10869,74,5.204
10870,32,2.242
10872,76,59.698
10873,26,2.102
10874,148,15.092
10875,22,9.027
10876,35,5.835
10877,34,7.816
10879,1,5.234
10880,58,46.237
10882,21,5.935
10883,30,7.506
10884,3,3.413
10885,51,2.492
10887,44,2.892
10889,30,9.618
10891,118,28.293
10892,27,2.872
10893,45,14.201
10894,84,38.881
10895,12,4.203
10896,45,17.004
10897,49,6.655
10898,46,2.852
10900,12,2.002
10902,23,6.015
10903,16,8.827
10904,2,5.154
10906,4,2.572
10907,42,12.25
10908,30,11.759
10917,2,2.272
10918,23,2.472
10920,141,10.799
10921,150,11.379
10925,27,4.203
10926,69,6.705
10928,118,6.345
10929,3,6.245
10930,32,6.305
10931,122,23.068
10932,31,3.463
10933,58,2.572
10937,67,6.265
10939,23,3.333
10940,196,12.63
10942,87,6.545
10943,42,3.923
10947,76,53.192
10950,3,2.552
10951,68,3.233
10952,28,3.243
10953,95,2.022
10955,38,4.694
10956,97,5.805
10957,1,3.153
10958,6,9.958
10963,1,3.813
10964,1,2.552
10968,231,38.691
10969,25,2.252
10970,62,5.194
10971,34,10.749
10973,25,2.612
10974,11,3.473
10976,47,34.718
10978,25,5.354
10979,26,3.012
10981,96,3.933
10982,33,2.672
10989,8,8.397
10992,41,3.163
10997,41,2.582
11002,1,6.345
11005,4,4.383
11007,1,3.923
11009,30,2.082
11011,66,6.966
11012,9,2.492
11013,2,2.402
11014,44,14.922
11016,114,23.158
11017,45,12.15
11019,34,2.282
11021,65,12.75
11023,16,2.152
11025,23,2.742
11026,10,3.523
11027,74,27.852
11028,61,3.923
11029,54,2.442
11030,18,3.723
11031,22,19.085
11035,2,14.161
11037,1,7.946
11039,32,3.032
11041,56,8.427
11042,46,2.102
11049,4,2.082
11050,12,3.593
11051,36,4.694
11052,9,17.734
11057,1,31.245
11060,1,6.035
11064,61,6.285
11065,23,13.19
11068,24,10.658
11070,12,9.067
11073,17,3.293
11074,23,2.672
11075,9,4.644
11077,1,2.262
11078,49,12.01
11081,34,12.79
11083,6,9.778
11084,8,2.472
11088,62,3.183
11090,26,3.673
11091,27,5.845
11092,42,13.281
11093,27,2.592
11094,106,33.957
11095,127,18.395
11097,79,2.932
11098,88,22.308
11099,43,4.394
11102,66,2.512
11103,11,3.393
11104,57,2.112
11106,28,2.932
11107,66,3.173
11108,113,10.939
11111,16,4.163
11112,229,14.311
11113,3,4.834
11114,25,2.702
11115,27,2.132
11117,112,8.427
11120,24,9.107
11121,6,5.925
11123,81,23.829
11128,154,3.953
11129,186,9.307
11131,180,88.19
11132,3,2.022
11138,49,6.335
11140,10,14.992
11143,72,28.533
11145,50,36.558
11148,13,2.912
11150,18,9.787
11152,20,2.532
11154,1,3.282
11159,2,4.593
11161,59,2.232
11164,8,2.572
11171,3,6.285
11172,105,5.154
11173,1,2.382
11174,1,2.362
11175,196,10.158
11176,13,7.856
11181,6,2.732
11182,5,3.493
11183,13,8.456
11184,1,29.672
11193,10,3.703
11199,10,2.042
11202,7,10.968
11208,1,8.807
11209,88,3.323
11212,46,7.756
11214,3,4.744
11215,20,6.135
11216,1,2.392
11220,12,2.242
11221,230,33.425
11222,6,17.944
11225,42,4.573
11235,1,23.938
11237,14,20.855
11239,36,18.364
11244,10,7.636
11246,13,4.914
11248,1,27.591
11253,37,47.176
11254,7,10.568
11255,3,6.925
11256,61,4.814
11259,12,5.684
11260,47,14.171
11261,21,3.793
11262,23,6.095
11263,1,4.263
11265,24,2.602
11266,21,3.563
11267,68,3.072
11269,113,11.389
11272,30,5.664
11276,34,2.582
11285,24,15.041
11290,8,33.295
11294,2,3.102
11295,64,2.902
11296,15,10.908
11298,28,4.143
11299,64,2.592
11300,1,2.942
11304,4,18.545
11305,107,2.582
11306,26,2.582
11307,2,6.265
11309,98,23.619
11310,61,2.452
11311,3,11.389
11312,94,22.648
11315,5,9.668
11318,49,7.106
11319,23,2.242
11320,32,2.642
11321,159,6.565
11323,2,3.353
11324,6,7.246
11325,1,3.743
11326,58,3.463
11327,27,4.133
11330,18,5.214
11331,1,2.092
11335,25,7.666
11336,36,4.844
11337,34,3.303
11338,29,2.242
11340,6,3.713
11341,1,7.386
11343,23,30.204
11344,38,3.082
11345,14,2.542
11346,1,2.532
11347,50,5.885
11348,50,6.655
11349,147,11.789
11350,7,2.622
11356,60,4.013
11358,1,6.205
11364,49,5.865
11365,77,2.182
11368,38,2.672
11371,70,3.303
11372,70,4.423
11374,6,2.222
11379,6,2.642
11380,29,16.903
11383,21,4.524
11384,47,7.066
11390,77,3.433
11391,5,5.945
11392,87,3.353
11397,48,26.031
11405,63,4.423
11410,2,2.852
11411,9,11.489
11412,25,6.175
11414,42,4.604
11416,51,4.243
11418,4,2.382
11422,1,5.965
11423,46,18.665
11424,40,3.753
11426,6,3.072
11427,68,2.852
11430,3,2.462
11432,7,4.163
11433,18,11.089
11435,38,2.512
11436,4,13.541
11437,1,5.504
11438,4,3.713
11448,113,5.314
11450,20,2.202
11451,229,3.763
11452,13,2.612
11453,7,5.945
11454,98,70.114
11455,25,2.932
11456,229,26.26
11458,15,2.392
11459,27,3.733
11460,98,2.642
11461,43,2.382
11462,38,3.513
11465,7,3.343
11467,1,2.722
11473,31,4.123
11474,24,3.483
11475,25,34.497
11478,59,14.021
11479,2,2.782
11483,1,3.092
11485,17,3.763
