ID,N,Ha
254,1,2.432
255,109,7.736
256,180,25.58
257,8,2.592
260,1,17.074
261,1,3.333
263,10,2.702
264,3,3.723
265,5,2.652
266,124,48.509
268,1,25.941
274,2,8.697
278,18,11.579
279,4,11.499
281,1,4.283
282,1,4.083
283,210,4.333
285,47,32.676
288,3,2.102
289,83,22.018
292,3,12.74
293,25,7.446
299,101,26.401
300,4,4.454
302,1,2.842
305,1,4.143
306,70,16.783
308,1,3.603
309,1,4.484
311,1,13.611
312,3,5.134
314,115,12.28
315,71,19.005
316,11,2.042
317,1,2.812
321,13,16.273
322,5,3.833
324,5,20.516
327,6,5.004
328,11,4.343
331,38,12.44
336,4,5.324
341,41,6.996
342,1,2.682
343,1,4.774
344,144,91.763
345,1,3.183
347,1,2.842
348,76,9.488
349,2,3.022
351,2,2.482
352,114,46.487
355,52,45.586
356,2,5.354
360,1,3.393
361,211,224.879
365,3,22.068
367,4,3.963
368,5,5.955
369,26,15.052
370,1,17.184
371,82,49.56
372,5,3.092
373,7,3.673
374,6,8.197
378,19,11.709
380,3,3.243
382,8,2.612
384,33,11.559
386,29,5.494
387,1,4.784
390,23,11.329
391,6,2.512
397,23,2.892
403,26,4.193
404,46,6.535
405,1,2.642
408,43,4.404
409,38,20.596
410,59,7.426
412,14,5.064
413,3,4.323
414,29,24.96
416,36,3.263
417,1,7.056
418,15,4.654
420,22,5.184
422,50,2.072
424,52,7.486
425,1,14.251
426,253,91.923
427,38,4.824
428,1,6.936
431,9,8.777
432,106,3.333
433,1,2.202
434,191,7.186
435,1,12.24
436,1,6.365
437,3,2.482
439,6,4.634
441,1,2.032
442,34,23.989
444,25,2.692
448,181,86.249
449,162,2.112
450,2,13.951
452,12,4.193
453,4,2.952
456,24,10.148
457,9,2.492
458,1,3.032
460,11,25.691
461,1,4.434
463,3,2.832
464,1,4.794
466,65,81.705
468,2,18.865
469,1,3.203
470,2,4.193
471,84,42.394
473,3,2.462
474,96,60.228
477,14,3.233
480,436,266.833
481,23,7.716
482,22,6.015
483,1,2.302
485,35,2.222
486,1,4.874
487,107,16.563
490,11,10.979
493,3,4.173
494,20,32.276
496,2,3.343
497,97,7.526
500,1,5.544
503,46,29.934
504,1,2.542
505,1,4.964
507,9,4.173
510,134,43.455
511,1,3.353
513,16,4.353
515,84,82.346
518,56,18.765
519,29,8.587
522,5,4.313
523,5,2.452
524,9,4.123
526,113,130.604
527,21,19.215
531,68,8.937
532,21,9.407
533,15,6.545
534,58,8.197
535,1,3.333
539,102,27.662
540,90,6.996
541,1,8.136
542,1,3.193
543,10,8.497
544,48,48.218
547,50,7.266
548,3,2.452
550,1,3.393
551,16,14.371
552,39,4.694
553,29,3.413
554,4,4.383
555,2,11.109
556,1,3.903
557,1,6.165
558,8,54.023
559,1,2.492
560,3,13.361
561,4,4.474
562,71,18.845
563,36,13.451
564,17,6.025
565,64,2.012
566,1,17.594
568,48,4.734
571,28,36.289
574,65,2.972
575,71,38.541
579,127,18.335
580,61,22.498
582,408,124.599
584,32,3.373
585,72,3.453
587,54,3.463
588,120,12.57
589,22,2.222
592,67,17.704
595,73,31.785
597,29,2.072
598,1,2.042
599,25,3.513
604,48,4.143
605,65,4.083
606,87,2.992
608,102,2.242
609,1,15.232
610,18,2.172
611,16,4.424
614,3,5.074
615,40,2.552
616,81,6.735
620,3,3.903
625,4,6.045
626,1,4.774
627,1,3.183
628,1,9.518
629,4,6.155
631,4,6.355
632,1,3.363
635,5,4.323
636,1,2.432
637,38,3.593
638,86,21.017
639,3,13.611
641,109,11.579
642,5,5.384
645,29,2.062
646,1,3.393
648,2,6.996
650,4,14.892
651,7,9.398
653,73,31.475
654,24,28.193
655,28,2.292
656,63,3.082
658,82,64.131
660,44,14.612
663,158,75.681
666,75,7.676
671,43,8.006
672,1,14.061
673,18,9.157
674,177,42.804
676,1,4.093
678,2,9.418
682,5,2.322
683,2,2.142
689,50,15.582
691,25,5.564
692,38,9.788
694,23,20.226
695,226,34.107
697,53,2.382
699,67,13.361
700,1,2.662
701,14,4.153
703,8,2.132
705,42,6.725
706,24,3.643
707,1,2.602
708,114,26.121
711,31,70.256
716,3,3.463
717,1,3.062
718,27,3.943
719,25,5.655
720,186,77.822
721,34,2.952
722,51,2.482
726,55,2.302
735,101,2.802
736,44,2.732
737,21,5.034
738,20,2.492
739,106,2.032
740,11,17.724
744,37,11.419
746,4,19.866
747,64,2.502
749,1,27.912
751,10,2.592
754,9,4.814
755,1,4.113
757,54,5.154
758,22,4.824
760,31,3.183
762,82,2.082
763,38,4.103
764,49,24.84
766,66,61.259
769,45,14.111
773,10,3.563
774,44,4.033
775,13,6.455
777,1,6.245
780,49,5.254
784,92,3.943
785,211,54.173
786,7,27.422
788,14,10.699
789,30,3.893
790,21,12.6
791,253,11.669
792,123,18.965
793,106,13
794,193,12.75
795,1,10.568
796,55,2.272
802,244,18.054
803,54,3.513
804,1,3.663
805,43,3.193
806,50,18.395
807,139,26.101
808,44,2.392
809,45,2.182
811,61,45.356
812,22,6.475
814,105,15.873
818,2,4.584
820,104,63.881
821,2,3.923
824,10,2.032
825,5,14.181
826,34,14.772
827,18,12.66
830,92,2.012
832,47,16.323
833,46,12.5
838,20,8.167
839,2,6.065
841,55,20.386
843,2,24.039
849,20,3.683
850,24,10.709
851,23,16.323
852,38,3.473
853,1,2.272
854,134,6.815
855,84,31.035
856,2,3.763
859,17,3.132
860,1,5.294
862,18,6.525
863,21,19.636
864,23,2.522
865,432,58.887
866,107,5.414
867,71,9.187
868,53,3.002
869,24,10.719
871,57,2.802
873,1,5.945
874,6,7.146
875,28,9.568
876,65,5.444
884,171,99.789
887,15,19.496
888,92,20.416
889,145,22.008
890,4,3.983
891,74,3.082
896,53,3.333
897,57,7.256
898,80,20.066
901,10,4.904
902,334,91.653
903,1,2.912
904,120,5.895
905,1,2.142
906,153,16.303
907,8,6.575
908,109,8.207
909,87,2.582
910,36,3.233
912,46,10.188
913,82,14.391
914,51,4.904
915,66,4.564
917,25,3.102
918,87,12.22
919,235,43.585
920,10,4.103
921,27,2.052
922,4,2.562
923,151,24.339
924,76,9.868
925,17,2.462
926,99,23.319
927,93,8.557
928,7,14.391
929,12,20.006
931,1,23.989
932,96,4.874
936,5,35.178
938,1,10.719
939,1,2.182
940,89,20.116
944,185,46.127
945,20,15.262
946,10,10.729
947,542,63.371
948,72,33.247
949,58,8.557
950,1,3.092
951,13,3.313
952,50,21.517
953,54,3.072
954,67,4.874
955,70,4.073
956,37,3.843
959,28,21.557
962,183,50.12
964,2,29.884
965,6,4.373
966,1,5.655
969,279,115.412
970,1,3.553
971,45,2.752
972,33,6.455
973,2,2.722
974,33,4.504
975,4,3.683
976,1,8.066
979,1,3.193
980,51,2.092
981,17,2.432
983,187,16.253
986,24,2.902
989,254,86.399
994,123,43.205
999,29,3.623
1003,91,31.485
1004,105,46.887
1005,85,4.384
1006,417,150.74
1009,83,21.517
1010,7,3.493
1012,10,12
1015,35,11.069
1016,79,5.174
1017,58,2.702
1018,51,6.845
1019,2,5.374
1020,226,58.807
1022,3,7.106
1023,6,3.062
1029,7,17.484
1030,36,3.253
1031,54,34.427
1032,29,16.803
1033,28,6.405
1034,55,10.889
1036,2,3.333
1038,114,32.656
1044,184,28.373
1046,65,4.584
1049,15,2.982
1050,103,7.816
1056,1,3.703
1057,15,5.564
1060,2,12.94
1061,1,2.682
1062,8,14.321
1063,19,2.302
1064,36,11.609
1065,25,2.172
1066,114,20.666
1067,23,2.402
1068,1,6.695
1070,1,2.282
1071,1,6.245
1072,36,2.002
1073,49,6.615
1074,49,3.443
1075,36,2.122
1076,30,2.732
1077,355,46.847
1080,23,4.904
1083,151,10.418
1087,45,6.575
1088,47,4.193
1090,5,5.194
1091,5,27.272
1092,4,6.575
1093,61,3.783
1094,1,4.243
1095,24,36.889
1096,30,2.542
1098,20,2.912
1103,66,3.763
1104,65,4.043
1105,98,13.761
1108,9,3.453
1109,13,18.505
1110,57,9.237
1111,12,7.116
1113,307,69.686
1115,70,6.185
1119,46,22.788
1122,92,3.933
1125,38,10.068
1127,7,39.812
1131,2,21.567
1133,59,39.602
1140,80,10.028
1141,29,3.042
1142,124,70.726
1144,32,4.824
1146,117,37.57
1147,14,3.483
1148,57,16.393
1153,16,6.055
1154,27,52.152
1158,74,5.284
1159,10,4.083
1160,140,97.177
1162,33,7.016
1163,4,11.129
1164,19,7.866
1166,334,22.678
1168,48,20.296
1170,21,3.633
1171,18,2.212
1173,8,10.879
1175,9,10.078
1177,25,2.592
1180,3,2.382
1181,472,107.345
1182,212,7.636
1183,5,17.324
1184,42,6.765
1191,19,9.988
1193,31,3.082
1202,7,6.435
1203,6,2.242
1206,8,5.725
1207,2,2.632
1208,3,20.336
1211,208,8.597
1213,35,29.053
1214,2,2.162
1217,52,3.333
1218,329,38.671
1219,11,4.454
1222,14,9.277
1223,5,7.276
1225,74,4.003
1226,49,2.602
1227,22,3.683
1228,16,4.133
1229,7,2.322
1230,22,3.553
1232,1,4.514
1233,1,7.166
1235,64,7.156
1236,1,6.055
1237,10,2.832
1238,200,14.191
1239,123,10.799
1240,5,4.063
1242,6,7.186
1244,33,3.683
1246,58,3.663
1247,16,3.903
1248,6,7.956
1249,1,7.986
1250,37,34.177
1251,1,8.717
1252,3,2.652
1255,5,11.459
1256,21,33.907
1259,14,5.244
1260,119,17.364
1263,177,57.045
1264,6,2.052
1265,6,13.481
1268,1,7.136
1269,4,2.282
1270,1,4.964
1273,1,4.434
1275,1,3.703
1276,1,12.2
1277,14,5.094
1280,14,4.153
1282,1,2.532
1283,9,5.945
1285,184,46.477
1286,104,25.03
1287,18,3.022
1288,70,4.844
1291,212,31.955
1292,9,10.719
1293,1,8.597
1296,7,5.174
1297,1,2.812
1298,28,3.443
1299,7,8.547
1300,44,7.936
1304,3,3.593
1307,63,16.683
1311,21,2.672
1312,1,2.172
1314,8,11.049
1315,83,35.398
1316,1,14.642
1318,1,11.139
1320,132,14.912
1322,2,3.733
1325,1,3.763
1326,1,2.742
1331,14,3.373
1332,139,15.953
1334,33,3.913
1337,191,68.434
1340,9,2.012
1341,111,3.533
1342,10,2.382
1343,49,2.052
1344,1,6.135
1345,43,4.013
1348,49,4.684
1351,42,2.342
1355,13,4.363
1359,72,8.397
1360,144,6.925
1361,74,4.734
1362,79,10.748
1363,94,5.284
1364,1,3.062
1367,4,2.122
1368,121,7.626
1369,47,3.703
1370,214,81.023
1371,40,13.11
1373,14,13.17
1374,81,10.078
1375,54,2.502
1377,1,8.086
1378,44,6.835
1379,17,2.512
1380,46,7.056
1382,33,13.12
1383,47,2.652
1384,98,11.659
1386,25,36.549
1388,59,5.714
1389,7,9.217
1391,62,5.504
1392,7,5.514
1393,35,6.085
1394,20,5.134
1395,56,4.063
1396,30,3.202
1397,33,5.134
1398,124,6.975
1399,193,4.954
1400,57,2.912
1401,49,4.804
1402,94,7.276
1403,7,2.292
1404,23,2.222
1405,54,3.333
1406,89,7.576
1407,303,23.928
1408,74,3.503
1409,248,12.75
1410,271,28.522
1411,185,38.269
1412,24,2.702
1413,6,2.012
1414,102,6.935
1415,25,2.782
1416,1,2.152
1417,7,2.052
1418,164,22.597
1419,118,16.092
1420,205,3.573
1421,2,2.202
1422,8,2.492
1426,5,8.667
1427,3,2.972
1428,2,7.266
1430,1,2.932
1431,47,3.793
1433,86,11.139
1434,31,3.953
1435,49,18.544
1436,210,10.868
1437,30,6.125
1438,168,21.557
1439,189,6.755
1440,62,2.492
1441,245,43.003
1442,172,4.313
1443,85,12.299
1445,6,3.743
1446,2,3.423
1447,13,5.454
1448,4,17.263
1450,25,7.025
1451,57,2.082
1452,1,2.682
1453,2,7.906
1454,44,11.499
1456,1,7.306
1457,1,4.363
1458,99,3.733
1459,41,4.604
1462,41,3.263
1463,61,7.456
1464,61,4.433
1465,2,5.184
1466,40,2.222
1470,99,2.112
1471,21,3.303
1472,166,19.445
1473,6,11.659
1474,55,3.162
1475,4,5.334
1476,5,4.123
1477,5,3.333
1478,73,2.572
1479,66,6.105
1480,121,14.851
1481,177,6.395
1482,160,7.986
1483,1,2.562
1484,3,2.422
1485,220,6.935
1486,88,2.102
1487,3,2.612
1488,1,3.182
1489,37,5.474
1490,1,2.392
1494,1,2.031
1495,1,2.842
1496,52,6.405
1497,19,5.814
1498,1,2.972
1499,29,3.983
1500,62,5.504
1501,1,7.496
1502,3,5.534
1504,16,2.372
1505,88,2.472
1506,25,3.403
1509,51,4.003
1510,69,2.322
1511,2,5.634
1512,31,2.372
1513,1,2.122
1514,10,2.142
1516,3,4.483
1517,1,3.012
1518,38,3.142
1519,7,3.042
1521,224,34.817
1522,6,2.782
1524,11,4.734
1525,6,4.463
1526,39,10.108
1527,12,5.144
1528,5,4.403
1529,178,2.512
1530,28,10.147
1531,10,2.732
1532,49,2.202
1533,1,2.862
1534,3,2.002
1535,83,5.284
1536,117,46.547
1537,37,3.153
1539,18,7.266
1541,2,2.392
1542,45,8.096
1543,1,2.242
1544,4,2.132
1545,6,2.282
1546,2,8.477
1548,27,4.253
1549,1,3.163
1552,5,10.028
1553,2,2.502
1554,49,10.478
1555,48,44.005
1557,1,8.277
1559,9,6.075
1560,35,5.624
1562,111,6.695
1564,141,48.278
1565,96,8.577
1569,115,12.63
1570,11,3.973
1571,1,2.432
1574,5,9.498
1575,132,12.63
1576,58,4.213
1577,38,8.657
1578,20,8.277
1579,199,11.019
1583,1,3.283
1586,2,6.895
1587,2,5.214
1588,17,27.072
1589,60,3.733
1592,66,4.414
1595,1,3.753
1597,29,4.434
1599,2,5.855
1600,119,2.152
1601,138,7.266
1606,31,26.731
1609,3,6.645
1610,149,9.057
1611,66,3.203
1615,91,12.27
1619,1,2.262
1620,7,2.482
1621,1,4.714
1623,1,5.755
1626,39,12.51
1627,76,2.892
1629,1,2.782
1630,38,2.492
1631,39,2.162
1634,4,2.152
1635,70,5.234
1636,42,9.127
1639,22,2.432
1640,27,2.852
1645,132,13.19
1646,15,3.433
1647,48,4.003
1648,1,2.342
1652,2,4.824
1653,13,7.056
1654,2,3.813
1655,86,2.712
1656,4,5.885
1657,109,8.927
1658,1,11.609
1660,62,2.992
1663,1,3.062
1668,32,11.309
1669,132,10.058
1671,61,3.563
1674,167,2.672
1675,102,3.653
1676,48,3.403
1679,132,4.484
1680,65,6.335
1683,2,8.797
1686,30,9.197
1687,55,4.594
1692,63,2.012
1694,194,156.984
1695,1,6.855
1696,3,8.727
1699,34,29.513
1701,24,2.862
1702,1,2.362
1703,85,10.308
1707,14,4.794
1708,25,2.022
1720,57,7.536
1726,20,18.815
1727,3,2.402
1729,17,6.265
1730,18,11.209
1733,28,4.263
1734,19,2.412
1739,17,3.463
1740,1,5.574
1743,3,3.773
1744,95,26.991
1748,1,4.303
1751,17,7.816
1752,1,5.544
1757,86,76.351
1760,73,2.182
1763,90,5.204
1767,22,2.662
1769,3,10.769
1770,63,2.172
1772,71,4.253
1778,10,2.322
1779,28,5.594
1784,15,11.429
1785,1,7.006
1789,34,4.243
1796,28,4.003
1798,9,3.353
1802,3,2.672
1804,75,6.895
1805,96,15.002
1808,24,3.112
1810,111,27.112
1811,99,10.278
1812,7,2.742
1813,116,6.695
1814,350,53.831
1815,8,20.646
1817,175,42.623
1818,6,7.306
1819,1,5.764
1820,6,6.675
1821,36,5.865
1824,7,17.634
1825,27,2.562
1829,1,7.025
1832,122,5.164
1833,136,13.35
1834,117,2.992
1836,25,4.163
1842,30,16.233
1844,1,6.165
1845,92,9.988
1846,38,3.723
1847,1,3.423
1850,81,2.822
1851,7,36.658
1852,6,2.832
1856,19,4.403
1857,25,4.694
1861,63,4.053
1862,36,9.077
1863,23,4.984
1864,1,3.423
1865,111,4.083
1867,15,2.082
1868,1,3.583
1870,18,11.068
1873,5,2.592
1874,51,3.202
1875,3,3.162
1876,17,3.503
1877,1,2.162
1879,4,2.762
1880,4,5.904
1881,42,4.814
1885,13,4.693
1886,4,2.762
1887,1,6.024
1888,6,2.162
1890,31,2.802
1891,103,12.099
1892,2,2.762
1893,5,4.033
1894,78,9.497
1895,37,4.273
1896,17,2.262
1897,16,18.323
1898,1,3.823
1899,21,5.334
1901,1,5.154
1902,34,5.824
1904,2,2.332
1905,42,3.533
1906,82,3.413
1907,2,2.262
1908,11,5.444
1909,1,2.692
1910,4,2.142
1912,2,22.086
1913,54,43.342
1914,33,2.752
1915,44,2.872
1916,32,3.673
1918,54,2.372
1919,4,9.347
1921,1,10.248
1924,54,3.333
1925,46,7.526
1926,60,3.583
1927,4,8.326
1928,34,4.934
1929,41,5.814
1930,3,5.204
1931,1,3.473
1932,57,6.595
1933,8,4.453
1934,2,2.622
1935,56,3.633
1936,31,18.624
1938,3,7.065
1940,6,3.813
1941,1,4.543
1942,27,5.284
1943,79,2.552
1944,45,11.579
1945,39,5.554
1946,9,29.133
1948,117,4.614
1949,9,8.757
1950,76,7.516
1951,6,7.246
1952,1,2.222
1953,44,17.254
1954,1,4.053
1956,125,4.634
1957,4,4.934
1958,1,2.812
1959,7,5.034
1960,44,5.354
1962,26,10.228
1964,34,9.788
1965,30,2.452
1966,62,3.133
1967,5,2.382
1968,28,14.632
1976,21,5.284
1979,20,2.602
1982,5,4.464
1983,51,2.892
1985,1,7.766
1986,18,5.114
1987,6,2.532
1988,1,3.793
1989,5,24.319
1991,64,13.921
1992,5,4.864
1993,52,18.155
1994,3,3.673
1995,3,3.493
1996,27,5.284
1997,2,4.704
1998,40,6.275
1999,4,9.468
2000,1,2.162
2002,10,11.459
2003,45,2.602
2004,1,2.572
2006,16,7.246
2010,13,2.302
2013,29,9.878
2017,47,37.89
2020,20,2.342
2021,78,2.782
2027,28,3.853
2028,1,8.016
2031,101,5.234
2033,187,20.887
2038,35,2.532
2039,1,2.342
2042,15,4.914
2043,69,2.552
2051,43,5.975
2055,33,5.905
2056,13,5.905
2058,1,2.192
2059,51,9.147
2060,1,7.006
2062,131,10.889
2063,3,5.174
2064,52,5.675
2066,94,20.186
2067,30,7.266
2071,50,9.067
2073,16,10.098
2074,1,2.352
2075,91,19.596
2076,55,17.104
2080,2,20.967
2081,4,3.463
2084,1,6.515
2085,109,9.237
2086,14,2.672
2088,1,2.512
2094,16,13.621
2095,29,2.932
2096,1,10.028
2100,100,18.825
2102,128,2.572
2104,16,22.228
2106,152,11.399
2110,91,13.961
2111,55,16.483
2112,2,2.552
2115,1,3.563
2117,1,3.673
2123,31,8.757
2124,6,3.112
2126,1,13.601
2131,1,18.975
2132,1,8.227
2134,20,3.163
2135,5,8.537
2139,19,2.262
2140,1,4.183
2144,3,6.165
2145,66,10.438
2146,77,13.01
2147,1,3.163
2148,91,3.733
2154,2,16.003
2157,33,9.528
2158,19,6.135
2161,18,5.104
2165,85,16.073
2167,35,8.927
2168,101,30.584
2171,63,4.213
2172,20,3.513
2173,29,2.812
2179,14,2.142
2180,1,7.666
2182,54,7.546
2183,1,2.112
2185,52,22.518
2188,132,8.687
2190,20,2.152
2193,2,7.526
2195,2,4.844
2196,1,2.962
2201,39,103.743
2204,1,3.022
2212,18,29.323
2213,12,2.462
2214,33,2.232
2216,21,29.343
2217,85,31.075
2219,2,3.453
2222,8,7.716
2223,1,3.943
2224,163,43.004
2227,29,5.725
2228,92,11.709
2229,147,73.018
2234,151,63.941
2237,8,2.182
2238,10,4.373
2239,87,28.132
2241,34,7.096
2242,36,3.483
2244,96,23.579
2245,45,4.243
2248,1,3.553
2249,19,18.084
2255,21,15.753
2256,31,3.963
2258,1,5.935
2259,243,76.241
2262,1,3.393
2264,61,8.026
2266,3,14.482
2274,45,10.729
2275,93,32.976
2276,126,53.493
2282,1,14.331
2284,54,13.05
2287,1,9.708
2288,12,5.875
2289,3,27.072
2290,6,49.349
2292,6,15.893
2293,1,3.483
2296,128,23.499
2299,2,2.112
2301,35,22.908
2304,1,9.428
2307,12,49.57
2309,172,32.546
2310,32,2.712
2311,4,3.283
2314,61,5.494
2316,24,2.432
2320,12,9.658
2321,1,2.192
2324,3,8.927
2325,31,15.983
2326,78,11.369
2327,2,3.793
2329,78,51.791
2330,20,2.852
2335,4,21.757
2338,36,13.241
2343,22,6.055
2346,1,3.072
2350,1,2.282
2351,79,3.713
2352,46,5.054
2353,31,4.754
2354,9,5.685
2356,53,22.068
2358,1,5.945
2359,4,3.583
2360,5,2.222
2361,1,7.996
2362,7,17.084
2363,1,3.703
2366,71,7.856
2367,68,8.417
2368,32,8.787
2369,66,19.506
2370,20,2.842
2371,48,7.726
2372,1,2.332
2374,5,10.508
2375,5,2.032
2376,1,4.474
2380,57,46.507
2382,4,2.342
2383,1,11.539
2384,1,2.112
2389,17,7.386
2391,143,39.732
2392,45,2.892
2394,1,4.974
2395,4,2.482
2396,1,2.372
2397,24,12.05
2399,34,59.878
2401,6,4.744
2402,9,5.144
2403,56,12.5
2408,7,2.282
2409,64,31.455
2413,22,9.017
2414,27,12.2
2417,101,7.226
2419,13,4.664
2427,1,3.683
2430,2,3.423
2431,52,7.506
2432,22,10.659
2433,56,2.122
2434,221,25.22
2435,2,5.224
2436,1,2.132
2437,35,8.627
2439,4,2.882
2440,2,14.091
2442,47,10.899
2444,22,11.749
2445,31,2.042
2449,47,19.305
2450,16,6.115
2452,29,8.096
2454,1,6.485
2455,1,2.272
2456,23,6.085
2457,1,12.52
2458,90,3.573
2459,112,7.476
2460,1,6.275
2461,41,2.132
2462,197,8.287
2463,11,7.896
2466,39,29.183
2467,42,3.863
2468,17,4.003
2469,14,2.042
2470,5,2.282
2471,27,2.452
2473,64,23.989
2474,5,2.222
2476,15,3.583
2477,3,5.645
2478,45,2.702
2482,28,3.753
2487,119,6.685
2488,35,4.974
2492,35,6.065
2494,2,5.244
2498,36,2.372
2501,1,2.242
2505,1,9.798
2507,116,11.339
2508,86,2.092
2509,41,2.202
2510,1,2.472
2512,2,6.725
2514,125,10.168
2520,33,41.363
2522,70,15.442
2523,22,11.579
2526,57,2.472
2532,40,7.056
2534,81,3.343
2535,79,2.172
2544,1,3.823
2545,33,3.563
2546,2,18.104
2549,1,4.714
2550,57,3.183
2551,1,3.663
2558,26,22.838
2560,88,48.429
2564,41,9.247
2568,41,15.763
2569,1,15.562
2570,66,2.662
2571,20,14.061
2572,105,32.726
2575,40,16.954
2577,1,35.568
2578,8,2.642
2585,106,23.429
2587,122,2.612
2588,158,4.874
2589,46,2.422
2590,52,9.868
2592,3,21.167
2598,61,23.028
2600,32,2.802
2604,14,2.572
2611,151,37.27
2612,43,9.648
2617,1,3.243
2620,1,6.115
2622,39,3.863
2623,1,7.616
2624,46,4.394
2625,72,6.435
2626,18,6.705
2629,43,7.106
2632,1,11.149
2637,1,6.225
2638,99,5.204
2643,15,20.626
2644,1,10.468
2646,33,2.852
2647,37,10.769
2648,25,11.319
2650,55,2.122
2652,2,3.333
2655,94,13.901
2658,43,22.028
2660,117,3.163
2661,100,7.226
2662,92,9.007
2666,72,12.9
2667,16,11.859
2668,2,8.917
2669,115,7.416
2671,30,3.183
2672,115,4.353
2673,136,5.785
2674,15,5.825
2675,71,4.103
2676,3,8.227
2677,72,5.915
2678,113,3.663
2679,52,3.743
2680,43,28.403
2681,1,6.665
2682,48,44.886
2685,65,4.183
2688,12,39.922
2691,394,191.763
2692,40,42.544
2693,1,10.979
2694,15,5.324
2695,7,3.183
2696,34,3.303
2697,46,3.203
2699,49,5.685
2703,1,2.372
2705,1,2.482
2706,12,3.873
2707,4,3.793
2708,36,4.964
2712,2,12.87
2713,22,2.542
2715,16,2.522
2716,47,4.133
2717,17,2.142
2722,12,5.554
2724,11,28.022
2727,1,2.372
2731,9,2.932
2733,99,17.344
2735,95,54.513
2738,1,8.427
2741,5,9.728
2743,34,2.522
2745,50,3.633
2748,1,17.844
2749,39,4.804
2750,22,2.742
2752,38,6.205
2756,14,3.783
2757,27,3.563
2760,1,4.223
2761,17,5.464
2763,13,19.526
2764,1,2.702
2765,35,22.068
2766,33,22.288
2768,47,3.283
2769,79,9.528
2770,14,2.992
2771,10,4.313
2773,24,16.783
2774,20,10.258
2775,40,5.915
2776,3,4.163
2779,34,2.162
2780,85,2.222
2781,8,3.343
2782,1,11.92
2783,72,26.821
2787,65,4.373
2789,86,30.935
2792,83,5.544
2793,1,2.942
2794,28,6.035
2796,1,2.592
2800,1,4.804
2804,24,6.896
2808,6,40.502
2810,5,14.862
2815,41,3.273
2816,34,2.822
2817,38,4.073
2819,5,5.344
2824,80,4.614
2825,4,5.584
2826,1,27.572
2831,1,6.465
2832,31,2.292
2833,1,2.962
2835,45,2.952
2836,19,8.907
2838,6,4.764
2839,1,2.402
2840,53,2.362
2842,58,10.699
2843,27,2.552
2844,4,3.493
2845,1,2.292
2846,3,2.632
2850,16,9.117
2851,106,3.263
2852,69,7.476
2854,1,4.464
2855,1,4.203
2856,49,3.002
2857,1,5.124
2859,24,5.334
2860,88,17.003
2861,6,2.202
2862,9,4.013
2863,1,7.226
2864,6,4.644
2865,4,2.832
2867,108,35.527
2870,4,5.524
2871,130,2.572
2872,103,5.014
2873,8,2.102
2874,106,2.462
2875,40,2.692
2877,33,3.413
2879,1,6.225
2881,20,3.022
